JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2429839.6,10.5,,,Vis.,GN,,,,,,,,V,,,,BL HER,,STD,,,,
2429908.6,9.5,,,Vis.,GN,X,,,,,,,V,,,,BL HER,,STD,,,,
2433059.951,10.51,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5293,1964BOTT....3..153M,WEL,
2433059.951,11.11,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5293,1964BOTT....3..153M,WEL,
2433060.947,10.34,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5294,1964BOTT....3..153M,WEL,
2433060.947,10.82,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5294,1964BOTT....3..153M,WEL,
2433062.944,10.22,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5295,1964BOTT....3..153M,WEL,
2433062.944,10.60,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5295,1964BOTT....3..153M,WEL,
2433073.938,10.16,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5296,1964BOTT....3..153M,WEL,
2433073.938,10.57,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5296,1964BOTT....3..153M,WEL,
2433091.803,9.86,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5297,1964BOTT....3..153M,WEL,
2433091.803,10.11,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5297,1964BOTT....3..153M,WEL,
2433092.809,10.60,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5298,1964BOTT....3..153M,WEL,
2433092.809,11.11,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5298,1964BOTT....3..153M,WEL,
2433093.764,10.46,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5299,1964BOTT....3..153M,WEL,
2433093.764,11.02,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5299,1964BOTT....3..153M,WEL,
2433094.767,10.06,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5300,1964BOTT....3..153M,WEL,
2433094.767,10.45,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5300,1964BOTT....3..153M,WEL,
2433095.764,9.79,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5301,1964BOTT....3..153M,WEL,
2433095.764,10.05,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5301,1964BOTT....3..153M,WEL,
2433098.792,10.24,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5302,1964BOTT....3..153M,WEL,
2433098.792,10.66,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5302,1964BOTT....3..153M,WEL,
2433116.757,9.91,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5303,1964BOTT....3..153M,WEL,
2433116.757,10.17,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5303,1964BOTT....3..153M,WEL,
2433123.728,10.42,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5304,1964BOTT....3..153M,WEL,
2433123.728,10.90,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5304,1964BOTT....3..153M,WEL,
2434193.934,10.20,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5305,1964BOTT....3..153M,WEL,
2434193.934,10.58,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5305,1964BOTT....3..153M,WEL,
2434195.965,10.38,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5306,1964BOTT....3..153M,WEL,
2434195.965,10.97,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5306,1964BOTT....3..153M,WEL,
2434213.910,10.17,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5307,1964BOTT....3..153M,WEL,
2434213.910,10.55,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5307,1964BOTT....3..153M,WEL,
2434251.812,10.12,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5308,1964BOTT....3..153M,WEL,
2434251.812,10.48,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5308,1964BOTT....3..153M,WEL,
2434549.971,10.07,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5309,1964BOTT....3..153M,WEL,
2434549.971,10.47,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5309,1964BOTT....3..153M,WEL,
2434567.908,9.95,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5310,1964BOTT....3..153M,WEL,
2434567.908,10.26,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5310,1964BOTT....3..153M,WEL,
2434570.828,10.04,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5311,1964BOTT....3..153M,WEL,
2434570.828,10.46,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5311,1964BOTT....3..153M,WEL,
2434574.809,10.06,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5312,1964BOTT....3..153M,WEL,
2434574.809,10.45,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5312,1964BOTT....3..153M,WEL,
2434899.796,10.58,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5313,1964BOTT....3..153M,WEL,
2434899.796,11.09,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5313,1964BOTT....3..153M,WEL,
2434899.796,11.31,,,U,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5313,1964BOTT....3..153M,WEL,
2434899.803,10.57,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5314,1964BOTT....3..153M,WEL,
2434899.803,11.10,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5314,1964BOTT....3..153M,WEL,
2434899.803,11.30,,,U,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5314,1964BOTT....3..153M,WEL,
2434899.815,10.55,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5315,1964BOTT....3..153M,WEL,
2434899.815,11.07,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5315,1964BOTT....3..153M,WEL,
2434899.815,11.25,,,U,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5315,1964BOTT....3..153M,WEL,
2434899.823,10.55,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5316,1964BOTT....3..153M,WEL,
2434899.823,11.05,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5316,1964BOTT....3..153M,WEL,
2434899.823,11.25,,,U,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5316,1964BOTT....3..153M,WEL,
2434899.834,10.48,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5317,1964BOTT....3..153M,WEL,
2434899.834,11.00,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5317,1964BOTT....3..153M,WEL,
2434899.834,11.11,,,U,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5317,1964BOTT....3..153M,WEL,
2434899.842,10.44,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5318,1964BOTT....3..153M,WEL,
2434899.842,10.93,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5318,1964BOTT....3..153M,WEL,
2434899.842,11.05,,,U,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5318,1964BOTT....3..153M,WEL,
2434899.854,10.41,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5319,1964BOTT....3..153M,WEL,
2434899.854,10.86,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5319,1964BOTT....3..153M,WEL,
2434899.854,11.02,,,U,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5319,1964BOTT....3..153M,WEL,
2434899.862,10.39,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5320,1964BOTT....3..153M,WEL,
2434899.862,10.85,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5320,1964BOTT....3..153M,WEL,
2434899.862,11.03,,,U,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5320,1964BOTT....3..153M,WEL,
2434899.874,10.39,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5321,1964BOTT....3..153M,WEL,
2434899.874,10.85,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5321,1964BOTT....3..153M,WEL,
2434899.874,11.03,,,U,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5321,1964BOTT....3..153M,WEL,
2434899.881,10.38,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5322,1964BOTT....3..153M,WEL,
2434899.881,10.83,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5322,1964BOTT....3..153M,WEL,
2434899.881,11.01,,,U,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5322,1964BOTT....3..153M,WEL,
2434899.893,10.34,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5323,1964BOTT....3..153M,WEL,
2434899.893,10.77,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5323,1964BOTT....3..153M,WEL,
2434899.893,10.97,,,U,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5323,1964BOTT....3..153M,WEL,
2434899.900,10.32,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5324,1964BOTT....3..153M,WEL,
2434899.900,10.74,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5324,1964BOTT....3..153M,WEL,
2434899.900,10.94,,,U,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5324,1964BOTT....3..153M,WEL,
2434899.913,10.26,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5325,1964BOTT....3..153M,WEL,
2434899.913,10.67,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5325,1964BOTT....3..153M,WEL,
2434899.913,10.84,,,U,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5325,1964BOTT....3..153M,WEL,
2434900.760,10.43,,,V,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5326,1964BOTT....3..153M,WEL,
2434900.760,11.02,,,B,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5326,1964BOTT....3..153M,WEL,
2434900.760,11.26,,,U,MUP,,,,,,1,,Z,,,,BL HER,AAVSO,STD,5326,1964BOTT....3..153M,WEL,
