JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2453923.5028,3.6,,,Vis.,SYI,TO,35,37,,TAU CYG = 3.59 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453924.4715,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.75 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453926.4382,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.69 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453934.4549,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.71 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453935.4319,3.6,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.60 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453936.4257,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.75 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453937.4076,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.71 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453939.4444,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.67 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453940.4354,3.6,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.59 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453941.4194,3.6,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.60 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453942.4153,3.6,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.60 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453943.4437,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.79 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453944.4229,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.73 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453945.4306,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.72 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453947.4486,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.73 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453965.4035,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.70 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453966.4326,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.73 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453976.4146,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.68 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453984.3694,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.66 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453989.4021,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.68 MAG,,,Z,,,,TAU CYG,,STD,,,,
2453990.3458,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.65 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454264.4437,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.68 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454272.4361,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.74 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454276.4340,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.72 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454290.49583,3.7,,,Vis.,RJG,,37,39,PAA1975,,0,,Z,,,,TAU CYG,,STD,,,,
2454290.49861,3.7,,,Vis.,CAI,,37,39,PAA1975,,0,,Z,,,,TAU CYG,,STD,,,,
2454290.5132,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.73 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454296.4299,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.71 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454298.4722,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.75 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454299.4819,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.70 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454300.4451,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.70 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454308.4507,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.73 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454311.4819,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.83 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454315.4417,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.78 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454318.4319,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.77 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454319.5326,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.75 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454327.4125,3.9,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.87 MAG,,,Z,,,,TAU CYG,,STD,,,,
2454329.3931,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.82 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454333.3271,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.83 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454335.4313,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.82 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454337.3069,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.83 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454338.3924,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.80 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454339.3701,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.82 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454341.3660,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.82 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454346.3792,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.82 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454360.3854,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.79 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454365.3625,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.82 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454366.3042,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.81 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454367.3618,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.79 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454368.3500,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.79 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454369.3708,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.82 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454410.3590,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.79 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454424.3139,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.76 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454437.3764,3.8,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.8 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454478.2576,3.7,,,Vis.,SYI,TO,32,40,,TAU CYG = 3.72 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454500.2264,3.7,,,Vis.,SYI,TOB,32,40,,TAU CYG = 3.71 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454620.5111,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.75 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454623.4299,3.7,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.73 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454633.3840,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.75 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454648.4660,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.75 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454649.4799,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.79 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454650.4299,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.75 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454660.4785,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.82 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454675.5097,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.78 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454677.4917,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.79 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454678.4500,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.83 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454679.5007,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.83 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454680.4396,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.75 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454685.3653,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.83 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454686.4729,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.82 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454689.4889,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.83 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454690.4576,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.79 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454710.3819,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.79 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454712.3243,3.7,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.74 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454713.3236,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.78 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454714.3639,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.78 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454715.3431,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.79 MAG,0,,Z,,,,TAU CYG,,STD,,,,
2454716.3382,3.8,,,Vis.,SYI,TO,"""32,40""",,,TAU CYG = 3.82 MAG,0,,Z,,,,TAU CYG,,STD,,,,
