JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2454590.4504,<14.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454591.5338,<14.7,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454592.5420,15.0,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454593.6177,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454595.6060,<14.7,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454630.633,18.44,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454634.4511,<14.7,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454642.615,17.95,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454643.4662,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454644.592,<18.40,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454646.4469,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454646.5387,15.3,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454648.598,<18.61,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454661.4701,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454662.4381,15.0,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454662.5455,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454667.4736,14.7,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454668.537,17.01,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454671.4632,15.0,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454672.5254,14.5,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454672.6112,14.3,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454677.4775,15.1,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454678.4132,15.0,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454678.5219,15.1,,,V,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454678.6103,14.5,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454684.501,15.82,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454693.4978,15.17,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454694.4182,15.23,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454694.5227,14.67,,,V,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454694.6122,<14.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454701.454,15.81,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454702.4160,14.83,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454708.4102,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454708.436,16.27,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454709.3861,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454709.6046,<14.7,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454711.3986,15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454713.422,16.42,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454718.409,17.42,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454718.4205,15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454722.3828,<14.7,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454728.380,<18.34,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454728.3832,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454729.365,15.3,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454729.379,<18.59,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454730.3588,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454730.375,18.44,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454732.371,18.32,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454735.361,<19.0,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454735.3613,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454736.3547,<14.7,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454736.360,<18.0,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454737.357,<18.72,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454737.3582,<14.7,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454738.3362,<14.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454738.353,<18.57,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454748.3709,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454749.323,18.07,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454749.3348,15.4,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454750.321,<18.32,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454750.3227,14.7,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454751.318,<18.43,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454751.435,<14.7,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454752.316,<17.77,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454752.3246,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454757.303,<18.10,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454758.3947,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454759.296,<18.42,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454759.308,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454762.289,<18.42,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454762.3163,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454762.4365,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454764.4376,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454768.4027,<14.7,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454795.3843,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454804.3527,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454822.3185,<15.2,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2454827.2619,15.0,,,TG,MEV,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2455028.561,<18.74,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2455058.429,<17.7,,,TG,KVI,,,,999999,,0,,Z,,,,V1690 CYG,MCSE,STD,,,,
2455081.415,<18.47,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2455082.412,<18.15,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2455082.414,15.83,,,R,KVI,,,,999999,,0,,Z,,,,V1690 CYG,MCSE,STD,,,,
2455082.414,<16.9,,,TG,KVI,,,,999999,,0,,Z,,,,V1690 CYG,MCSE,STD,,,,
2455085.403,<18.12,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2455087.398,17.56,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2455097.371,16.22,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2455101.359,15.93,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,,STD,,,,
2455371.621,<17.56,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455383.588,17.53,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455396.553,16.47,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455399.544,16.63,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455439.435,17.80,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455459.381,<17.79,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455460.378,<17.67,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455465.364,<17.75,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455480.323,<17.78,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455481.321,<17.92,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455492.290,<17.64,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455495.282,<17.49,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455502.263,<17.61,,,V,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455742.605,<18.54,,,TG,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455790.474,<18.00,,,TG,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455807.428,17.18,,,TG,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455819.384,16.76,,,TG,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455820.392,<18.05,,,TG,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455828.370,16.33,,,TG,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455832.357,16.34,,,TG,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
2455833.356,16.17,,,TG,BOA,,,,,,0,,Z,,,,V1690 CYG,AFOEV,STD,,,,
