JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458346.372338,7.903,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.332,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.372824,7.808,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.329,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.37331,7.906,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.327,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.373796,7.901,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.325,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.374282,7.942,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.322,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.374769,7.831,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.320,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.375255,7.946,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.318,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.375741,7.967,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.315,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.376227,7.876,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.313,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.376713,7.967,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.311,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.377199,7.966,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.309,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.377685,7.872,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.306,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.378171,7.953,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.304,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.378657,7.904,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.302,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.379144,7.961,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.300,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.37963,7.934,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.297,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.380116,7.959,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.295,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.380602,7.975,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.293,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.381088,7.981,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.291,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.381574,7.942,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.289,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.38206,7.866,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.287,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.382546,7.927,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.284,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.383032,7.889,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.282,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.383519,7.903,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.280,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.384491,7.940,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.276,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.384977,7.929,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.274,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.385463,7.925,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.272,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.385949,7.952,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.270,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.386435,7.952,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.268,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.386921,7.923,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.266,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.387407,7.908,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.264,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.387894,7.936,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.262,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.38838,7.927,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.260,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.388866,7.902,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.258,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.389352,7.936,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.256,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.389838,7.940,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.254,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.390324,7.953,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.252,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.391296,7.915,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.248,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.391771,7.968,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.246,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.392257,7.914,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.244,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.392743,7.921,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.242,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.393229,7.939,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.240,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.393715,7.945,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.238,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.394201,7.958,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.237,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.394688,7.875,0.004,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.235,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.395174,7.916,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.233,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.39566,7.958,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.231,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.396146,7.937,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.229,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.396632,7.905,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.227,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.397118,7.966,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.226,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.397604,7.933,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.224,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.400035,7.951,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.215,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.400521,7.956,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.213,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.401007,7.971,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.212,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.401493,8.016,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.210,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.401979,7.971,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.208,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.402465,7.966,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.206,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.402951,7.982,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.205,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.403438,7.953,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.203,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.403924,7.986,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.201,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.40441,7.943,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.200,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.404896,7.941,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.198,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.40537,7.971,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.197,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.406343,7.948,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.193,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.407315,7.944,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.190,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.407801,7.946,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.189,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.408287,7.934,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.187,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.408773,7.980,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.185,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.409259,7.996,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.184,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.409745,7.947,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.182,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.410231,7.995,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.181,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.410718,7.984,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.179,Z,,,,V0396 AND,AAVSO,STD,,,,
2458346.411204,8.018,0.003,,V,SIAK,,ENSEMBLE,,X23180CKJ,,0,1.178,Z,,,,V0396 AND,AAVSO,STD,,,,
