JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460492.69522,4.790,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.712,Z,4.633,4.858,,DEL SCT,AAVSO,STD,,,,
2460492.69603,4.755,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.709,Z,4.666,4.871,,DEL SCT,AAVSO,STD,,,,
2460492.69682,4.763,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.706,Z,4.638,4.875,,DEL SCT,AAVSO,STD,,,,
2460492.69760,4.746,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.702,Z,4.662,4.867,,DEL SCT,AAVSO,STD,,,,
2460492.69837,4.763,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.699,Z,4.652,4.889,,DEL SCT,AAVSO,STD,,,,
2460492.69915,4.757,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.696,Z,4.649,4.876,,DEL SCT,AAVSO,STD,,,,
2460492.69992,4.783,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.693,Z,4.632,4.882,,DEL SCT,AAVSO,STD,,,,
2460492.70070,4.773,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.690,Z,4.637,4.866,,DEL SCT,AAVSO,STD,,,,
2460492.70147,4.771,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.687,Z,4.642,4.870,,DEL SCT,AAVSO,STD,,,,
2460492.70225,4.775,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.685,Z,4.634,4.856,,DEL SCT,AAVSO,STD,,,,
2460492.70302,4.761,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.682,Z,4.652,4.872,,DEL SCT,AAVSO,STD,,,,
2460492.70380,4.770,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.679,Z,4.646,4.863,,DEL SCT,AAVSO,STD,,,,
2460492.70457,4.757,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.676,Z,4.645,4.866,,DEL SCT,AAVSO,STD,,,,
2460492.70535,4.756,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.674,Z,4.647,4.884,,DEL SCT,AAVSO,STD,,,,
2460492.70612,4.772,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.671,Z,4.647,4.873,,DEL SCT,AAVSO,STD,,,,
2460492.70692,4.746,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.669,Z,4.648,4.869,,DEL SCT,AAVSO,STD,,,,
2460492.70773,4.762,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.666,Z,4.642,4.867,,DEL SCT,AAVSO,STD,,,,
2460492.70854,4.736,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.664,Z,4.667,4.868,,DEL SCT,AAVSO,STD,,,,
2460492.70931,4.741,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.661,Z,4.644,4.870,,DEL SCT,AAVSO,STD,,,,
2460492.71009,4.754,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.659,Z,4.640,4.861,,DEL SCT,AAVSO,STD,,,,
2460492.71086,4.744,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.657,Z,4.655,4.859,,DEL SCT,AAVSO,STD,,,,
2460492.71164,4.744,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.655,Z,4.639,4.853,,DEL SCT,AAVSO,STD,,,,
2460492.71241,4.735,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.653,Z,4.654,4.873,,DEL SCT,AAVSO,STD,,,,
2460492.71319,4.742,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.651,Z,4.645,4.864,,DEL SCT,AAVSO,STD,,,,
2460492.71399,4.741,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.648,Z,4.634,4.866,,DEL SCT,AAVSO,STD,,,,
2460492.71480,4.757,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.646,Z,4.634,4.867,,DEL SCT,AAVSO,STD,,,,
2460492.71561,4.722,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.644,Z,4.647,4.890,,DEL SCT,AAVSO,STD,,,,
2460492.71638,4.739,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.643,Z,4.644,4.870,,DEL SCT,AAVSO,STD,,,,
2460492.71716,4.748,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.641,Z,4.628,4.867,,DEL SCT,AAVSO,STD,,,,
2460492.71793,4.723,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.639,Z,4.646,4.872,,DEL SCT,AAVSO,STD,,,,
2460492.71871,4.710,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.637,Z,4.648,4.866,,DEL SCT,AAVSO,STD,,,,
2460492.71948,4.711,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.636,Z,4.650,4.858,,DEL SCT,AAVSO,STD,,,,
2460492.72026,4.739,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.634,Z,4.625,4.863,,DEL SCT,AAVSO,STD,,,,
2460492.72105,4.724,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.632,Z,4.639,4.859,,DEL SCT,AAVSO,STD,,,,
2460492.72186,4.707,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.631,Z,4.651,4.861,,DEL SCT,AAVSO,STD,,,,
2460492.72267,4.734,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.629,Z,4.626,4.864,,DEL SCT,AAVSO,STD,,,,
2460492.72345,4.720,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.628,Z,4.629,4.882,,DEL SCT,AAVSO,STD,,,,
2460492.72423,4.714,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.627,Z,4.634,4.868,,DEL SCT,AAVSO,STD,,,,
2460492.72500,4.711,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.625,Z,4.651,4.858,,DEL SCT,AAVSO,STD,,,,
2460492.72577,4.697,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.624,Z,4.636,4.868,,DEL SCT,AAVSO,STD,,,,
2460492.72655,4.704,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.623,Z,4.640,4.879,,DEL SCT,AAVSO,STD,,,,
2460492.72732,4.685,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.622,Z,4.652,4.862,,DEL SCT,AAVSO,STD,,,,
2460492.72813,4.700,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.620,Z,4.642,4.849,,DEL SCT,AAVSO,STD,,,,
2460492.72894,4.704,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.619,Z,4.639,4.866,,DEL SCT,AAVSO,STD,,,,
2460492.72974,4.693,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.618,Z,4.643,4.853,,DEL SCT,AAVSO,STD,,,,
2460492.73052,4.691,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.617,Z,4.640,4.852,,DEL SCT,AAVSO,STD,,,,
2460492.73129,4.700,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.616,Z,4.634,4.857,,DEL SCT,AAVSO,STD,,,,
2460492.73207,4.681,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.615,Z,4.646,4.860,,DEL SCT,AAVSO,STD,,,,
2460492.73284,4.686,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.615,Z,4.645,4.855,,DEL SCT,AAVSO,STD,,,,
2460492.73362,4.679,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.614,Z,4.633,4.863,,DEL SCT,AAVSO,STD,,,,
2460492.73443,4.695,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.613,Z,4.630,4.860,,DEL SCT,AAVSO,STD,,,,
2460492.73525,4.690,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.612,Z,4.632,4.848,,DEL SCT,AAVSO,STD,,,,
2460492.73603,4.681,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.612,Z,4.632,4.869,,DEL SCT,AAVSO,STD,,,,
2460492.73680,4.662,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.611,Z,4.650,4.848,,DEL SCT,AAVSO,STD,,,,
2460492.73758,4.673,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.610,Z,4.631,4.847,,DEL SCT,AAVSO,STD,,,,
2460492.73835,4.651,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.610,Z,4.651,4.863,,DEL SCT,AAVSO,STD,,,,
2460492.73912,4.667,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.609,Z,4.647,4.854,,DEL SCT,AAVSO,STD,,,,
2460492.73990,4.658,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.609,Z,4.639,4.849,,DEL SCT,AAVSO,STD,,,,
2460492.74070,4.677,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.609,Z,4.636,4.853,,DEL SCT,AAVSO,STD,,,,
2460492.74151,4.664,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.608,Z,4.641,4.860,,DEL SCT,AAVSO,STD,,,,
2460492.74233,4.678,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.608,Z,4.637,4.847,,DEL SCT,AAVSO,STD,,,,
2460492.74312,4.670,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.608,Z,4.643,4.857,,DEL SCT,AAVSO,STD,,,,
2460492.74389,4.664,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.607,Z,4.642,4.849,,DEL SCT,AAVSO,STD,,,,
2460492.74466,4.676,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.607,Z,4.629,4.859,,DEL SCT,AAVSO,STD,,,,
2460492.74544,4.648,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.607,Z,4.650,4.864,,DEL SCT,AAVSO,STD,,,,
2460492.74621,4.658,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.607,Z,4.638,4.849,,DEL SCT,AAVSO,STD,,,,
2460492.74699,4.650,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.607,Z,4.636,4.858,,DEL SCT,AAVSO,STD,,,,
2460492.74779,4.645,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.607,Z,4.644,4.857,,DEL SCT,AAVSO,STD,,,,
2460492.74860,4.646,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.607,Z,4.644,4.855,,DEL SCT,AAVSO,STD,,,,
2460492.74941,4.641,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.607,Z,4.631,4.860,,DEL SCT,AAVSO,STD,,,,
2460492.75019,4.636,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.607,Z,4.638,4.851,,DEL SCT,AAVSO,STD,,,,
2460492.75096,4.649,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.608,Z,4.642,4.860,,DEL SCT,AAVSO,STD,,,,
2460492.75173,4.630,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.608,Z,4.644,4.849,,DEL SCT,AAVSO,STD,,,,
2460492.75251,4.638,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.608,Z,4.644,4.854,,DEL SCT,AAVSO,STD,,,,
2460492.75328,4.659,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.609,Z,4.628,4.865,,DEL SCT,AAVSO,STD,,,,
2460492.75405,4.621,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.609,Z,4.651,4.864,,DEL SCT,AAVSO,STD,,,,
2460492.75486,4.645,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.609,Z,4.638,4.857,,DEL SCT,AAVSO,STD,,,,
2460492.75568,4.641,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.610,Z,4.640,4.848,,DEL SCT,AAVSO,STD,,,,
2460492.75647,4.643,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.610,Z,4.628,4.855,,DEL SCT,AAVSO,STD,,,,
2460492.75725,4.648,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.611,Z,4.631,4.854,,DEL SCT,AAVSO,STD,,,,
2460492.75802,4.636,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.612,Z,4.641,4.862,,DEL SCT,AAVSO,STD,,,,
2460492.75879,4.635,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.612,Z,4.643,4.846,,DEL SCT,AAVSO,STD,,,,
2460492.75957,4.641,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.613,Z,4.634,4.845,,DEL SCT,AAVSO,STD,,,,
2460492.76034,4.617,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.614,Z,4.646,4.872,,DEL SCT,AAVSO,STD,,,,
2460492.76113,4.623,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.615,Z,4.651,4.856,,DEL SCT,AAVSO,STD,,,,
2460492.76194,4.620,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.615,Z,4.652,4.854,,DEL SCT,AAVSO,STD,,,,
2460492.76275,4.636,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.616,Z,4.641,4.864,,DEL SCT,AAVSO,STD,,,,
2460492.76353,4.641,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.617,Z,4.640,4.842,,DEL SCT,AAVSO,STD,,,,
2460492.76430,4.633,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.618,Z,4.648,4.853,,DEL SCT,AAVSO,STD,,,,
2460492.76507,4.624,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.619,Z,4.646,4.851,,DEL SCT,AAVSO,STD,,,,
2460492.76584,4.622,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.620,Z,4.646,4.856,,DEL SCT,AAVSO,STD,,,,
2460492.76663,4.634,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.621,Z,4.642,4.853,,DEL SCT,AAVSO,STD,,,,
2460492.76744,4.643,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.623,Z,4.633,4.866,,DEL SCT,AAVSO,STD,,,,
2460492.76825,4.617,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.624,Z,4.646,4.854,,DEL SCT,AAVSO,STD,,,,
2460492.76903,4.633,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.625,Z,4.643,4.860,,DEL SCT,AAVSO,STD,,,,
2460492.76981,4.625,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.627,Z,4.645,4.863,,DEL SCT,AAVSO,STD,,,,
2460492.77058,4.616,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.628,Z,4.645,4.864,,DEL SCT,AAVSO,STD,,,,
2460492.77136,4.640,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.629,Z,4.625,4.854,,DEL SCT,AAVSO,STD,,,,
2460492.77213,4.621,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.631,Z,4.638,4.850,,DEL SCT,AAVSO,STD,,,,
2460492.77290,4.626,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.632,Z,4.638,4.854,,DEL SCT,AAVSO,STD,,,,
2460492.77369,4.623,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.634,Z,4.643,4.850,,DEL SCT,AAVSO,STD,,,,
2460492.77449,4.639,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.636,Z,4.633,4.862,,DEL SCT,AAVSO,STD,,,,
2460492.77530,4.617,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.637,Z,4.644,4.858,,DEL SCT,AAVSO,STD,,,,
2460492.77608,4.632,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.639,Z,4.647,4.855,,DEL SCT,AAVSO,STD,,,,
2460492.77686,4.619,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.641,Z,4.647,4.869,,DEL SCT,AAVSO,STD,,,,
2460492.77764,4.604,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.643,Z,4.651,4.841,,DEL SCT,AAVSO,STD,,,,
2460492.77841,4.614,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.644,Z,4.651,4.855,,DEL SCT,AAVSO,STD,,,,
2460492.77918,4.629,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.646,Z,4.652,4.862,,DEL SCT,AAVSO,STD,,,,
2460492.77996,4.620,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.648,Z,4.646,4.858,,DEL SCT,AAVSO,STD,,,,
2460492.78076,4.604,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.650,Z,4.660,4.857,,DEL SCT,AAVSO,STD,,,,
2460492.78157,4.616,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.653,Z,4.647,4.853,,DEL SCT,AAVSO,STD,,,,
2460492.78237,4.613,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.655,Z,4.658,4.864,,DEL SCT,AAVSO,STD,,,,
2460492.78315,4.592,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.657,Z,4.653,4.879,,DEL SCT,AAVSO,STD,,,,
2460492.78392,4.611,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.659,Z,4.659,4.869,,DEL SCT,AAVSO,STD,,,,
2460492.78470,4.608,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.661,Z,4.665,4.862,,DEL SCT,AAVSO,STD,,,,
2460492.78547,4.604,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.664,Z,4.656,4.881,,DEL SCT,AAVSO,STD,,,,
2460492.78624,4.597,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.666,Z,4.668,4.874,,DEL SCT,AAVSO,STD,,,,
2460492.78702,4.606,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.669,Z,4.668,4.860,,DEL SCT,AAVSO,STD,,,,
2460492.78782,4.643,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.671,Z,4.643,4.872,,DEL SCT,AAVSO,STD,,,,
2460492.78863,4.600,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.674,Z,4.664,4.855,,DEL SCT,AAVSO,STD,,,,
2460492.78944,4.613,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.677,Z,4.657,4.857,,DEL SCT,AAVSO,STD,,,,
2460492.79023,4.614,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.679,Z,4.660,4.882,,DEL SCT,AAVSO,STD,,,,
2460492.79100,4.617,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.682,Z,4.662,4.872,,DEL SCT,AAVSO,STD,,,,
2460492.79177,4.612,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.685,Z,4.658,4.861,,DEL SCT,AAVSO,STD,,,,
2460492.79254,4.621,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.687,Z,4.659,4.871,,DEL SCT,AAVSO,STD,,,,
2460492.79332,4.614,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.690,Z,4.665,4.862,,DEL SCT,AAVSO,STD,,,,
2460492.79413,4.628,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.693,Z,4.664,4.863,,DEL SCT,AAVSO,STD,,,,
2460492.79493,4.617,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.697,Z,4.657,4.867,,DEL SCT,AAVSO,STD,,,,
2460492.79574,4.616,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.700,Z,4.669,4.871,,DEL SCT,AAVSO,STD,,,,
2460492.79651,4.613,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.703,Z,4.666,4.872,,DEL SCT,AAVSO,STD,,,,
2460492.79729,4.601,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.706,Z,4.662,4.869,,DEL SCT,AAVSO,STD,,,,
2460492.79806,4.605,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.709,Z,4.677,4.877,,DEL SCT,AAVSO,STD,,,,
2460492.79884,4.616,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.713,Z,4.678,4.887,,DEL SCT,AAVSO,STD,,,,
2460492.79961,4.631,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.716,Z,4.669,4.876,,DEL SCT,AAVSO,STD,,,,
2460492.80041,4.621,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.719,Z,4.673,4.880,,DEL SCT,AAVSO,STD,,,,
