JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2439261.6,8.7,,,Vis.,BZC,,,,,,,,V,,,,WX UMA,,STD,,,,
2439269.6,8.7,,,Vis.,BZC,,,,,,,,V,,,,WX UMA,,STD,,,,
2439276.7,8.7,,,Vis.,BZC,,,,,,,,V,,,,WX UMA,,STD,,,,
2439294.7091,11.2,,,Vis.,CR,,,,,,,,V,,,,WX UMA,,STD,,,,
2439294.7098,11.2,,,Vis.,CR,,,,,,,,V,,,,WX UMA,,STD,,,,
2439308.6,8.7,,,Vis.,BZC,,,,,,,,V,,,,WX UMA,,STD,,,,
2439324.6,8.6,,,Vis.,BZC,,,,,,,,V,,,,WX UMA,,STD,,,,
2439327.6,8.7,,,Vis.,BZC,,,,,,,,V,,,,WX UMA,,STD,,,,
2439518.8,8.7,,,Vis.,BZC,,,,,,,,V,,,,WX UMA,,STD,,,,
2439535.7,8.7,,,Vis.,BZC,,,,,,,,V,,,,WX UMA,,STD,,,,
2439552.6,8.9,,,Vis.,BZC,,,,,,,,V,,,,WX UMA,,STD,,,,
2439579.7,8.5,,,Vis.,BZC,,,,,,,,V,,,,WX UMA,,STD,,,,
2439583.6,8.7,,,Vis.,BZC,,,,,,,,V,,,,WX UMA,,STD,,,,
2439610.6,8.8,,,Vis.,BZC,,,,,,,,V,,,,WX UMA,,STD,,,,
2446495.7,9.0,,,Vis.,HK,C,,,,,,,V,,,,WX UMA,,STD,,,,
2446790.9,8.5,,,Vis.,HK,,,,,,,,V,,,,WX UMA,,STD,,,,
2446973.7,8.0,,,Vis.,HK,,,,,,,,V,,,,WX UMA,,STD,,,,
2447616.6,8.0,,,Vis.,HK,C,,,,,,,V,,,,WX UMA,,STD,,,,
2447616.6,8.7,,,Vis.,HK,,,,,,,,V,,,,WX UMA,,STD,,,,
2448146.8,12.7,,,Vis.,HK,,,,,,,,V,,,,WX UMA,,STD,,,,
2448422.62,8.7,,,Vis.,GFG,,,,,,,,V,,,,WX UMA,,STD,,,,
2449414.7,9.4,,,Vis.,HK,,,,,,,,V,,,,WX UMA B,,STD,,,,
2452917.6875,8.4,,,Vis.,SUI,SUW,77,87,SD1961,,,,V,,,,WX UMA,,STD,,,,
2452937.7007,9.0,,,Vis.,SUI,JSU,77,87,SD1961,,,,V,,,,WX UMA,,STD,,,,
2453799.8219,8.5,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,V,,,,WX UMA,,STD,,,,
2453813.7631,8.3,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,V,,,,WX UMA,,STD,,,,
2453834.7396,8.7,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,V,,,,WX UMA,,STD,,,,
2453837.7385,8.9,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,V,,,,WX UMA,,STD,,,,
2453838.7089,8.8,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,V,,,,WX UMA,,STD,,,,
2453844.6898,8.8,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,V,,,,WX UMA,,STD,,,,
2453850.7147,8.9,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,V,,,,WX UMA,,STD,,,,
2453851.6952,8.7,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,V,,,,WX UMA,,STD,,,,
2453855.7160,9.1,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,V,,,,WX UMA,,STD,,,,
2453856.6787,8.9,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,V,,,,WX UMA,,STD,,,,
2453881.6883,8.8,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,V,,,,WX UMA,,STD,,,,
2453890.6887,8.6,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,V,,,,WX UMA,,STD,,,,
2453891.6761,8.7,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,V,,,,WX UMA,,STD,,,,
2453904.671,9.0,0,,Vis.,RFA,K,92,,1961,92:SAO43597,,0,V,,,,WX UMA,,STD,,,,
2453905.6651,9.0,0,,Vis.,RFA,K,92,,1961,92:SAO43597,,0,V,,,,WX UMA,,STD,,,,
2454174.6711,10.0,,,Vis.,RFA,K,103,,1961,103:TYC3012-00509-1,0,,V,,,,WX UMa,,STD,,,,
2454176.7338,9.50,,,Vis.,RFA,K,103,,1961,103:TYC3012-00509-1,0,,V,,,,WX UMa,,STD,,,,
2454230.7032,9.90,,,Vis.,RFA,T,103,,1961,103:TYC3012-00509-1,0,,V,,,,WX UMa,,STD,,,,
2454231.6878,<13.9,,,Vis.,RFA,K,139,,1961,139:USNOB1335-0220331,0,,V,,,,WX UMa,,STD,,,,
2454231.6878,9.80,,,Vis.,RFA,K,103,,1961,103:TYC3012-00509-1,0,,V,,,,WX UMa,,STD,,,,
2454259.6313,9.90,,,Vis.,RFA,K,103,,1961,103:TYC3012-00509-1,0,,V,,,,WX UMA,,STD,,,,
2454260.6228,9.00,,,Vis.,RFA,K,92,,1961,92:SAO43597,0,,V,,,,WX UMA,,STD,,,,
2454261.6228,9.00,,,Vis.,RFA,K,92,,1961,92:SAO43597,0,,V,,,,WX UMA,,STD,,,,
2454264.6310,8.60,,,Vis.,RFA,K,92,,1961,92:SAO43597,0,,V,,,,WX UMA,,STD,,,,
2454265.6233,8.90,,,Vis.,RFA,K,92,,1961,92:SAO43597,0,,V,,,,WX UMA,,STD,,,,
2454268.6192,8.80,,,Vis.,RFA,K,92,,1961,92:SAO43597,0,,V,,,,WX UMA,,STD,,,,
2454270.6180,9.00,,,Vis.,RFA,K,92,,1961,92:SAO43597,0,,V,,,,WX UMA,,STD,,,,
2454271.6179,8.80,,,Vis.,RFA,K,92,,1961,92:SAO43597,0,,V,,,,WX UMA,,STD,,,,
2454569.7174,8.6,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,Z,,,,WX UMA,,STD,,,,
2454624.6755,9.0,,,Vis.,RFA,K,92,,1961,92:SAO43597,,,Z,,,,WX UMA,,STD,,,,
