JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2445944.65,9.0,,,Vis.,LX,,,,,,,,V,,,,BR PSC,,STD,,,,
2446025.55,9.2,,,Vis.,LX,,,,,,,,V,,,,BR PSC,,STD,,,,
2446030.54,9.0,,,Vis.,LX,,,,,,,,V,,,,BR PSC,,STD,,,,
2453698.26,9.05,,,V,BOA,,,,,,,,Z,,,,BR PSC,AFOEV,STD,,,,
2455473.47083,9.44,0.04,,V,TIA,,,,2880fv,,0,,Z,13.440,,,BR PSC,MCSE,STD,,,,
2455481.43056,9.49,0.04,,V,TIA,,,,2880fv,,0,,Z,13.440,,,BR PSC,MCSE,STD,,,,
2455499.40347,9.53,0.04,,V,TIA,,,,2880fv,,0,,Z,13.440,,,BR PSC,MCSE,STD,,,,
2455506.41042,9.63,0.04,,V,TIA,,,,2880fv,,0,,Z,13.440,,,BR PSC,MCSE,STD,,,,
2455590.25139,8.84,0.04,,V,TIA,,SA95-96,,2880fv,,1,,Z,10.010,,,BR PSC,MCSE,STD,,,,
2455826.42083,10.43,0.025,,B,TIA,,SA114-656,,2880fv,,1,,Z,13.605,,,BR PSC,MCSE,STD,,,,
2455826.42222,9.00,0.02,,V,TIA,,SA114-656,,2880fv,,1,,Z,12.640,,,BR PSC,MCSE,STD,,,,
2455830.37778,9.19,0.02,,V,TIA,,PG0039+049,,2880fv,,1,,Z,12.88,,,BR PSC,MCSE,STD,,,,
2456247.40992,9.001,0.016,,V,HPIA,,STAR 3,STAR 4,121123,CV,1,,Z,-8.712,-9.850,,BR PSC,AAVSO,STD,,,,
2460218.11845,9.076,0.017,,V,YBA,,135A,132A,231001,|OBSERVAT=PERTH OBSERVATORY|CDEC=2.23079|CMAGINS=-7.574|CRA=357.28317|CREFERR=0.076|CREFMAG=13.519|KDEC=2.36302|KMAGINS=-7.892|KMAGSTD=13.201|KRA=357.38211|KREFERR=0.084|KREFMAG=13.192|VMAGINS=-12.017,0,1.228,Z,-7.574,-7.892,,BR PSC,AAVSO,STD,,,,
2460218.12791,9.014,0.014,,V,YBA,,ENSEMBLE,132A,231001,|OBSERVAT=PERTH OBSERVATORY|KDEC=2.362686|KMAGINS=-7.575|KMAGSTD=13.164|KRA=357.382201|KREFERR=0.084|KREFMAG=13.192|VMAGINS=-11.725,0,1.218,Z,,13.164,,BR PSC,AAVSO,STD,,,,
