Date,JD (TCB),avg Mag,0,Residual X,Residual Y
Gaia20btw,,,,861.9218674781857,687.3489488047708
2014-09-09 17:05:43,2307643.089261926,,,861.9218674781857,687.3489488047708
2014-09-09 18:52:17,2307643.1587755224,,,861.9218674781857,687.3489488047708
2014-10-13 20:13:37,2307675.146188136,,,861.9218674781857,687.3489488047708
2014-10-13 22:00:11,2307675.215692341,,,861.9218674781857,687.3489488047708
2015-02-26 21:22:56,2307802.928859439,,,861.9218674781857,687.3489488047708
2015-02-26 23:09:42,2307802.9984951373,,,861.9218674781857,687.3489488047708
2015-03-26 09:11:22,2307828.750572901,15.845080020000001,,861.9218674781857,687.3489488047708
2015-03-26 10:57:57,2307828.82009589,15.854472479999998,,861.9218674781857,687.3489488047708
2015-04-19 04:58:30,2307851.1275453037,,,861.9218674781857,687.3489488047708
2015-09-02 03:46:52,2307978.8182832077,15.751155419999998,,861.9218674781857,687.3489488047708
2015-09-02 05:33:25,2307978.8877780195,15.74176296,,861.9218674781857,687.3489488047708
2015-10-02 17:08:47,2308007.51871052,18.446791440000002,,861.9218674781857,687.3489488047708
2015-10-23 15:19:12,2308027.1713998998,,,861.9218674781857,687.3489488047708
2015-10-23 17:05:57,2308027.241035598,,,861.9218674781857,687.3489488047708
2016-03-08 06:19:41,2308155.4962039925,17.188201800000005,,861.9218674781857,687.3489488047708
2016-04-09 22:11:34,2308186.1729457756,16.295918100000005,,861.9218674781857,687.3489488047708
2016-04-09 23:58:08,2308186.24244998,16.295918100000005,,861.9218674781857,687.3489488047708
2016-04-27 12:06:28,2308202.684693215,15.7793328,,861.9218674781857,687.3489488047708
2016-04-27 16:20:29,2308202.8503762092,,,861.9218674781857,687.3489488047708
2016-04-27 18:06:44,2308202.9196831714,15.7793328,,861.9218674781857,687.3489488047708
2016-10-16 22:17:30,2308364.63355547,,,861.9218674781857,687.3489488047708
2016-10-17 00:04:15,2308364.703181776,,,861.9218674781857,687.3489488047708
2016-10-31 10:22:00,2308378.2555529177,,,861.9218674781857,687.3489488047708
2016-10-31 12:08:34,2308378.325066514,,,861.9218674781857,687.3489488047708
2017-01-31 13:59:24,2308464.8079922786,16.061106600000006,,861.9218674781857,687.3489488047708
2017-01-31 18:13:05,2308464.973459246,15.976574460000005,,861.9218674781857,687.3489488047708
2017-01-31 19:59:40,2308465.0429728427,16.04232168,,861.9218674781857,687.3489488047708
2017-02-09 07:42:59,2308473.0156873744,15.488166539999998,,861.9218674781857,687.3489488047708
2017-02-09 09:29:34,2308473.0852009705,15.506951460000002,,0.0,0.0
2017-03-18 20:53:38,2308508.2834917824,,,861.9218674781857,687.3489488047708
2017-04-28 06:39:14,2308546.2352949535,16.1550312,,861.9218674781857,687.3489488047708
2017-04-28 08:25:49,2308546.30480855,16.183208580000002,,861.9218674781857,687.3489488047708
2017-04-28 12:39:30,2308546.4702755176,16.2019935,,861.9218674781857,687.3489488047708
2017-04-28 14:26:05,2308546.539798507,16.02353676,,861.9218674781857,687.3489488047708
2017-04-28 18:39:46,2308546.7052654745,16.183208580000002,,861.9218674781857,687.3489488047708
2017-04-28 20:26:20,2308546.7747696787,16.17381612,,861.9218674781857,687.3489488047708
2017-04-29 02:26:36,2308547.009759635,16.183208580000002,,861.9218674781857,687.3489488047708
2017-05-02 20:30:22,2308550.534383568,16.295918100000005,,861.9218674781857,687.3489488047708
2017-05-03 00:44:02,2308550.699841143,16.28652564,,861.9218674781857,687.3489488047708
2017-05-03 02:30:55,2308550.7695519812,,,861.9218674781857,687.3489488047708
2017-05-03 06:44:41,2308550.9350753035,,,861.9218674781857,687.3489488047708
2017-05-03 08:30:52,2308551.0043353033,,,861.9218674781857,687.3489488047708
2017-05-03 12:44:38,2308551.169858626,,,861.9218674781857,687.3489488047708
2017-05-03 14:31:23,2308551.2394849323,,,861.9218674781857,687.3489488047708
2017-05-03 18:44:50,2308551.404792228,16.33348794,,861.9218674781857,687.3489488047708
2017-08-04 13:55:38,2308638.566041454,,,861.9218674781857,687.3489488047708
2017-08-04 15:42:23,2308638.63566776,,,861.9218674781857,687.3489488047708
2017-08-04 19:56:07,2308638.801172297,,,861.9218674781857,687.3489488047708
2017-08-04 21:42:51,2308638.870789211,,,861.9218674781857,687.3489488047708
2017-08-16 15:49:19,2308649.9111469258,,,861.9218674781857,687.3489488047708
2017-08-16 20:03:02,2308650.076632678,,,861.9218674781857,687.3489488047708
2017-08-16 21:49:47,2308650.146258984,,,861.9218674781857,687.3489488047708
2017-09-23 01:26:56,2308685.039999282,,,861.9218674781857,687.3489488047708
2018-02-08 02:37:06,2308814.7017167388,,,861.9218674781857,687.3489488047708
2018-02-08 04:23:16,2308814.7709579538,,,861.9218674781857,687.3489488047708
2018-03-29 14:18:32,2308861.1822774657,,,861.9218674781857,687.3489488047708
2018-03-29 16:05:18,2308861.251922556,,,861.9218674781857,687.3489488047708
2018-08-12 20:59:49,2308989.1814731485,18.6440331,,861.9218674781857,687.3489488047708
2018-08-12 22:46:22,2308989.250977352,18.578285880000003,,0.0,0.0
2018-09-02 15:00:53,2309008.6715226904,,,861.9218674781857,687.3489488047708
2018-09-02 16:47:26,2309008.741026894,17.7517494,,861.9218674781857,687.3489488047708
2018-10-03 16:21:26,2309037.840690111,17.206986720000003,,861.9218674781857,687.3489488047708
2019-02-17 05:29:14,2309166.091988813,,,861.9218674781857,687.3489488047708
2019-03-11 21:41:22,2309187.389485788,18.61585572,,861.9218674781857,687.3489488047708
2019-03-11 23:27:57,2309187.458999384,18.578285880000003,,861.9218674781857,687.3489488047708
2019-04-09 05:16:16,2309213.985081599,17.206986720000003,,861.9218674781857,687.3489488047708
2019-08-22 08:11:01,2309340.897269101,16.37105778,,861.9218674781857,687.3489488047708
2019-08-22 09:57:34,2309340.9667733056,,,861.9218674781857,687.3489488047708
2019-09-15 04:44:22,2309363.304391301,,,861.9218674781857,687.3489488047708
2019-10-13 10:01:26,2309389.810082484,18.06170058,,861.9218674781857,687.3489488047708
2019-10-13 11:47:59,2309389.879586688,,,861.9218674781857,687.3489488047708
2020-02-19 09:21:50,2309510.946987219,,,861.9218674781857,687.3489488047708
2020-03-15 22:22:41,2309534.9374527554,14.671022520000001,,861.9218674781857,687.3489488047708
2020-04-10 15:38:17,2309559.0940803015,14.78373204,,861.9218674781857,687.3489488047708
2020-08-13 02:58:47,2309676.0044437833,,,0.0,0.0
2020-08-13 04:44:49,2309676.0736004664,14.09808246,,861.9218674781857,687.3489488047708
2020-09-03 14:58:48,2309696.1982421763,,,861.9218674781857,687.3489488047708
2020-10-04 02:33:52,2309724.828977436,,,861.9218674781857,687.3489488047708
2020-10-04 04:20:37,2309724.8986037415,,,861.9218674781857,687.3489488047708
2021-02-17 15:41:29,2309853.080163428,,,861.9218674781857,687.3489488047708
2021-03-12 17:25:41,2309874.7507852684,15.80751018,,861.9218674781857,687.3489488047708
2021-04-09 15:28:44,2309900.9733877075,15.11246814,,861.9218674781857,687.3489488047708
2021-04-09 17:15:18,2309901.0429013046,15.131253059999999,,0.0,0.0
2021-08-23 10:05:55,2310028.5002929326,14.10747492,,861.9218674781857,687.3489488047708
2021-09-18 21:53:50,2310053.382422266,,,861.9218674781857,687.3489488047708
2022-02-27 12:36:50,2310205.176973913,14.11686738,,861.9218674781857,687.3489488047708
2022-02-27 16:50:32,2310205.3424502737,14.09808246,,861.9218674781857,687.3489488047708
2022-03-27 16:38:06,2310231.6332325805,15.187607820000004,,861.9218674781857,687.3489488047708
2022-04-19 22:39:12,2310253.471415907,17.00974506,,861.9218674781857,687.3489488047708
2022-04-20 00:25:47,2310253.5409388957,17.01913752,,861.9218674781857,687.3489488047708
2022-09-02 23:14:31,2310381.231902219,,,861.9218674781857,687.3489488047708
2022-09-03 01:01:16,2310381.3015379175,,,861.9218674781857,687.3489488047708
2022-10-03 22:48:29,2310410.331556044,,,861.9218674781857,687.3489488047708
2022-10-24 04:46:26,2310429.349944422,,,861.9218674781857,687.3489488047708
2022-10-24 06:32:47,2310429.4193171314,18.033523199999998,,861.9218674781857,687.3489488047708
2023-03-10 00:00:52,2310557.840384548,15.272139960000002,,861.9218674781857,687.3489488047708
2023-03-10 01:47:27,2310557.909907537,15.262747500000001,,861.9218674781857,687.3489488047708
2023-04-12 05:38:25,2310589.0556712025,14.896441560000001,,861.9218674781857,687.3489488047708
2023-04-12 07:25:00,2310589.1251941915,14.887049100000002,,861.9218674781857,687.3489488047708
2023-04-29 01:33:44,2310604.8632565225,14.64284514,,0.0,0.0
2023-04-29 05:47:25,2310605.0287234904,14.614667760000001,,861.9218674781857,687.3489488047708
2023-04-29 07:33:59,2310605.098237087,14.64284514,,861.9218674781857,687.3489488047708
2023-09-13 20:09:36,2310734.2677896395,16.089283979999998,,0.0,0.0
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
,,,,861.9218674781857,687.3489488047708
