JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit,0,Residual X,Residual Y
2456564.6124,13.99,0.05,,V,OCN,,000-BLL-677,000-BLL-683,X17967CWP,iT4. 5 star ensemble for comparison.,0.0,1.68,Z,13.508,14.956,,2MASS J19421837-2032476,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2456569.0123,13.93,0.06,,V,OCN,,000-BLL-675,000-BLL-683,X17967CWP,iT9. 5 star ensemble for comparison.,0.0,1.43,Z,13.044,14.956,,2MASS J19421837-2032476,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2456569.013,15.07,0.09,,B,OCN,,000-BLL-677,000-BLL-680,X17967CWP,iT9. 3 star ensemble for comparison. ,0.0,1.44,Z,14.226,15.046,,2MASS J19421837-2032476,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2456582.0189,13.88,0.05,,V,OCN,,140,143,X17967CWP,iT17. 4 star ensemble for comparison.,0.0,1.92,Z,13.999,14.266,,2MASS J19421837-2032476,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2456918.0384,13.47,0.05,,R,OCN,,000-BLL-680,000-BLL-683,X17967CWP,iT9. 4 star ensemble for comparison.,0.0,,Z,13.87,14.523,,2MASS J19421837-2032476,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2456942.023,15.59,0.07,,R,OCN,,000-BLL-683,153,X17967CWP,iT9. Active.,0.0,1.76,Z,14.523,14.876,,2MASS J19421837-2032476,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2456958.9472,17.4,0.12,,CV,OCN,,150,156,X17967CWP,iT17. 3 star ensemble for comparison. Not UNFILTERED but CLEAR filter.,0.0,1.45,Z,14.956,15.615,,2MASS J19421837-2032476,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2456963.9712,16.299999999999997,0.1,,R,OCN,,143,150,X17967CWP,iT17. Deep Min.,0.0,1.88,Z,13.87,14.523,,2MASS J19421837-2032476,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2456963.9723,16.799999999999997,0.1,,CV,OCN,,150,153,X17967CWP,iT17. 3 star ensemble for comparison. Not UNFILTERED but CLEAR filter.,0.0,1.9,Z,14.956,15.281,,2MASS J19421837-2032476,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2456983.9289,15.9,0.1,,R,OCN,,160,156,X17967CWP,iT9.,0.0,2.11,Z,15.248,14.991,,2MASS J19421837-2032476,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
