JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit,0,Residual X,Residual Y
2458737.9413,13.2433686,0.05,,V,OCN,,000-BKY-383,000-BKY-385,X24776AHJ,iT30. Careful with the 12.8 companion 8 arcsec SE.,0.0,1.07,Z,13.957,14.724,,V5639 SGR,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2460044.20515,13.784374296,0.089,,V,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.980|CREFMAG=12.349|ENSTYPE=1|KMAG=10.935|KMAGINS=-9.394|KREFERR=0.008|KREFMAG=10.959|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-5.653,0.0,1.898,Z,,10.935,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460044.20578,12.414953628000001,0.035,,R,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-8.497|CREFMAG=11.490|ENSTYPE=1|KMAG=10.543|KMAGINS=-9.443|KREFERR=0.038|KREFMAG=10.564|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.768,0.0,1.888,Z,,10.543,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460044.2064,11.175148908,0.044,,I,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.292|CREFMAG=10.900|ENSTYPE=1|KMAG=10.128|KMAGINS=-8.063|KREFERR=0.053|KREFMAG=10.194|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.293,0.0,1.878,Z,,10.128,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460053.18977,13.418068356,0.046,,V,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-8.506|CREFMAG=12.349|ENSTYPE=1|KMAG=10.934|KMAGINS=-9.921|KREFERR=0.008|KREFMAG=10.959|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.569,0.0,1.77,Z,,10.934,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460053.19108,12.007320864000002,0.02,,R,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-8.991|CREFMAG=11.490|ENSTYPE=1|KMAG=10.537|KMAGINS=-9.943|KREFERR=0.038|KREFMAG=10.564|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-7.696,0.0,1.747,Z,,10.537,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460053.19204,11.009841612,0.034,,I,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.782|CREFMAG=10.900|ENSTYPE=1|KMAG=10.122|KMAGINS=-8.560|KREFERR=0.053|KREFMAG=10.194|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.960,0.0,1.735,Z,,10.122,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460055.18704,13.954377822,0.06,,V,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-8.532|CREFMAG=12.349|ENSTYPE=1|KMAG=10.965|KMAGINS=-9.916|KREFERR=0.008|KREFMAG=10.959|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.024,0.0,1.734,Z,,10.965,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460055.18833,12.424346088,0.018,,R,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-9.007|CREFMAG=11.490|ENSTYPE=1|KMAG=10.542|KMAGINS=-9.954|KREFERR=0.038|KREFMAG=10.564|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-7.268,0.0,1.712,Z,,10.542,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460055.18929,11.186419859999999,0.027,,I,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.809|CREFMAG=10.900|ENSTYPE=1|KMAG=10.156|KMAGINS=-8.553|KREFERR=0.053|KREFMAG=10.194|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.799,0.0,1.7,Z,,10.156,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460064.30854,15.521040150000001,0.04,,B,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.604|CREFMAG=13.132|ENSTYPE=1|KMAG=11.638|KMAGINS=-9.098|KREFERR=0.026|KREFMAG=11.496|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-4.212,0.0,1.02,Z,,11.638,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460064.31046,13.738351242,0.023,,V,PEX,,ENSEMBLE,128,X28642AU,|OBSERVAT=PERTH OBSERVATORY|KMAG=12.781|KMAGINS=-8.229|KREFERR=0.010|KREFMAG=12.800|VMAGINS=-6.383,0.0,1.018,Z,,12.781,,V5639 SGR,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2460064.31168,12.370809066000001,0.008,,R,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-8.980|CREFMAG=11.490|ENSTYPE=1|KMAG=10.561|KMAGINS=-9.908|KREFERR=0.038|KREFMAG=10.564|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-7.299,0.0,1.017,Z,,10.561,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460064.31256,11.185480614,0.009,,I,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.718|CREFMAG=10.900|ENSTYPE=1|KMAG=10.214|KMAGINS=-8.404|KREFERR=0.053|KREFMAG=10.194|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.709,0.0,1.017,Z,,10.214,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460065.27465,15.554853006,0.044,,B,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.536|CREFMAG=13.132|ENSTYPE=1|KMAG=11.619|KMAGINS=-9.049|KREFERR=0.026|KREFMAG=11.496|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-4.107,0.0,1.064,Z,,11.619,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460065.27669,13.657576086000002,0.022,,V,PEX,,ENSEMBLE,128,X28642AU,|OBSERVAT=PERTH OBSERVATORY|KMAG=12.797|KMAGINS=-8.108|KREFERR=0.010|KREFMAG=12.800|VMAGINS=-6.364,0.0,1.059,Z,,12.797,,V5639 SGR,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2460065.27801,12.383958510000001,0.008,,R,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-8.899|CREFMAG=11.490|ENSTYPE=1|KMAG=10.556|KMAGINS=-9.832|KREFERR=0.038|KREFMAG=10.564|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-7.203,0.0,1.056,Z,,10.556,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460065.27898,11.194873074000002,0.008,,I,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.693|CREFMAG=10.900|ENSTYPE=1|KMAG=10.186|KMAGINS=-8.407|KREFERR=0.053|KREFMAG=10.194|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.674,0.0,1.055,Z,,10.186,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460066.16593,14.913347988000002,0.041,,B,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.534|CREFMAG=13.132|ENSTYPE=1|KMAG=11.605|KMAGINS=-9.061|KREFERR=0.026|KREFMAG=11.496|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-4.788,0.0,1.631,Z,,11.605,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460066.16795,13.618127754,0.013,,V,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-8.580|CREFMAG=12.349|ENSTYPE=1|KMAG=11.065|KMAGINS=-9.864|KREFERR=0.008|KREFMAG=10.959|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.429,0.0,1.605,Z,,11.065,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460066.16926,12.366112836000001,0.009,,R,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-9.006|CREFMAG=11.490|ENSTYPE=1|KMAG=10.536|KMAGINS=-9.960|KREFERR=0.038|KREFMAG=10.564|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-7.329,0.0,1.587,Z,,10.536,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460066.17024,11.146971528,0.008,,I,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.833|CREFMAG=10.900|ENSTYPE=1|KMAG=10.161|KMAGINS=-8.572|KREFERR=0.053|KREFMAG=10.194|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.865,0.0,1.577,Z,,10.161,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460067.14559,14.813787912,0.042,,B,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.454|CREFMAG=13.132|ENSTYPE=1|KMAG=11.613|KMAGINS=-8.974|KREFERR=0.026|KREFMAG=11.496|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-4.815,0.0,1.861,Z,,11.613,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460067.14762,13.40773665,0.015,,V,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-8.567|CREFMAG=12.349|ENSTYPE=1|KMAG=11.063|KMAGINS=-9.852|KREFERR=0.008|KREFMAG=10.959|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.640,0.0,1.825,Z,,11.063,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460067.14891,12.284398434000002,0.01,,R,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-9.000|CREFMAG=11.490|ENSTYPE=1|KMAG=10.540|KMAGINS=-9.950|KREFERR=0.038|KREFMAG=10.564|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-7.410,0.0,1.801,Z,,10.54,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460067.1499,11.118794148000001,0.01,,I,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.841|CREFMAG=10.900|ENSTYPE=1|KMAG=10.165|KMAGINS=-8.576|KREFERR=0.053|KREFMAG=10.194|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.902,0.0,1.787,Z,,10.165,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460069.28737,12.377383788000001,0.016,,R,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-8.593|CREFMAG=11.490|ENSTYPE=1|KMAG=10.533|KMAGINS=-9.549|KREFERR=0.038|KREFMAG=10.564|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.904,0.0,1.027,Z,,10.533,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460069.28823,11.13945756,0.019,,I,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.193|CREFMAG=10.900|ENSTYPE=1|KMAG=10.159|KMAGINS=-7.934|KREFERR=0.053|KREFMAG=10.194|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.234,0.0,1.026,Z,,10.159,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460078.23953,15.906131010000001,0.081,,B,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.227|CREFMAG=13.132|ENSTYPE=1|KMAG=11.530|KMAGINS=-8.829|KREFERR=0.026|KREFMAG=11.496|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-3.425,0.0,1.064,Z,,11.53,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460078.24154,13.843546794000002,0.014,,V,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-8.162|CREFMAG=12.349|ENSTYPE=1|KMAG=11.009|KMAGINS=-9.502|KREFERR=0.008|KREFMAG=10.959|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-5.772,0.0,1.059,Z,,11.009,,V5639 SGR,AAVSO,STD,0.0,,,,,0.0,0.0
2460078.24286,12.426224580000001,0.009,,R,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-8.556|CREFMAG=11.490|ENSTYPE=1|KMAG=10.602|KMAGINS=-9.443|KREFERR=0.038|KREFMAG=10.564|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.815,0.0,1.056,Z,,10.602,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460078.24381,11.188298352,0.01,,I,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.380|CREFMAG=10.900|ENSTYPE=1|KMAG=10.231|KMAGINS=-8.049|KREFERR=0.053|KREFMAG=10.194|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.369,0.0,1.054,Z,,10.231,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460080.26148,15.542642807999998,0.032,,B,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.617|CREFMAG=13.132|ENSTYPE=1|KMAG=11.525|KMAGINS=-9.224|KREFERR=0.026|KREFMAG=11.496|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-4.201,0.0,1.023,Z,,11.525,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460080.26479,12.42152835,0.007,,R,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-8.950|CREFMAG=11.490|ENSTYPE=1|KMAG=10.592|KMAGINS=-9.847|KREFERR=0.038|KREFMAG=10.564|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-7.214,0.0,1.02,Z,,10.592,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460080.26578,11.173270416000001,0.007,,I,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.765|CREFMAG=10.900|ENSTYPE=1|KMAG=10.210|KMAGINS=-8.455|KREFERR=0.053|KREFMAG=10.194|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.769,0.0,1.019,Z,,10.21,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460082.19462,15.607450782,0.044,,B,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.553|CREFMAG=13.132|ENSTYPE=1|KMAG=11.556|KMAGINS=-9.129|KREFERR=0.026|KREFMAG=11.496|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-4.068,0.0,1.156,Z,,11.556,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460082.19662,13.350442644000001,0.009,,V,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-8.627|CREFMAG=12.349|ENSTYPE=1|KMAG=10.972|KMAGINS=-10.004|KREFERR=0.008|KREFMAG=10.959|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.762,0.0,1.147,Z,,10.972,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460082.19793,12.369869820000002,0.008,,R,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-9.045|CREFMAG=11.490|ENSTYPE=1|KMAG=10.548|KMAGINS=-9.986|KREFERR=0.038|KREFMAG=10.564|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-7.364,0.0,1.142,Z,,10.548,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460082.19889,11.140396806000002,0.009,,I,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-7.848|CREFMAG=10.900|ENSTYPE=1|KMAG=10.166|KMAGINS=-8.582|KREFERR=0.053|KREFMAG=10.194|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.887,0.0,1.139,Z,,10.166,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
2460089.18618,13.76465013,0.046,,V,PEX,,ENSEMBLE,110,X28642AU,|CMAGINS=-8.564|CREFMAG=12.349|ENSTYPE=1|KMAG=10.956|KMAGINS=-9.957|KREFERR=0.008|KREFMAG=10.959|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-6.258,0.0,1.12,Z,,10.956,,V5639 SGR,AAVSO,STD,0.0,,,,,934.9911397819204,743.8028396870322
