JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit,0,Residual X,Residual Y
2457646.3632,12.894881999999999,0.05,,CV,OCN,,144,159.0,X16519ABZ,iT7. NOT Unfiltered BUT Luminance filter with neutral colored comps.,0.0,1.13,Z,14.403,15.934,,NSV 11664,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2457646.366,13.395228,0.08,,V,OCN,,144,151.0,X16519ABZ,iT7. Active.,0.0,1.13,Z,14.403,15.058,,NSV 11664,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2457965.747,16.622898600000003,0.131,,V,SPP,,ENSEMBLE,,X20483WK,,0.0,1.109,Z,,,,NSV 11664,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2457991.68549,16.19541,0.081,,V,SPP,,ENSEMBLE,151.0,X20522BN,,1.0,1.1,Z,,15.014,,NSV 11664,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2457991.69588,12.979150800000001,0.093,,I,SPP,,ENSEMBLE,151.0,X20522BN,,1.0,1.093,Z,,12.948,,NSV 11664,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2458366.89236,11.67474,,,Vis.,HSP,,130,136.0,X15267CL,,,,Z,,,,NSV 11664,RASNZ-VSS,STD,,,,,,478.3006952153744,594.0680898935875
2458720.6611,13.167,,,Vis.,BTY,,15.1,,X23976BY,,,,Z,,,,NSV 11664,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2458745.5396,13.167,,,Vis.,BTY,,15.1,,X23976BY,,,,Z,,,,NSV 11664,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2458784.5153,12.552540000000002,,,Vis.,BTY,,14.4,,X23976BY,,,,Z,,,,NSV 11664,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2458962.54,12.37698,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2458985.46,12.2892,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459043.46,12.903659999999999,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459056.4,12.99144,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459073.4,13.167,,,Vis.,KTZ,,151,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459074.88681,13.167,,,Vis.,HSP,U,151,,X25615JT,,,,Z,,,,NSV 11664,RASNZ-VSS,STD,,,,,,478.3006952153744,594.0680898935875
2459346.43,13.167,,,Vis.,KTZ,,151,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459374.45,12.552540000000002,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459383.12014,13.6059,,,Vis.,HSP,,152,156.0,X25615JT,,,,Z,,,,NSV 11664,RASNZ-VSS,STD,,,,,,478.3006952153744,594.0680898935875
2459403.41,12.99144,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459426.39,12.903659999999999,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459434.42,12.903659999999999,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459438.4,12.903659999999999,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459441.41,12.81588,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459462.32,12.552540000000002,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459466.33,12.552540000000002,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459467.32,12.464759999999998,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459469.86667,12.552540000000002,,,Vis.,HSP,,141,144.0,X25615JT,,,,Z,,,,NSV 11664,RASNZ-VSS,STD,,,,,,478.3006952153744,594.0680898935875
2459472.34,12.464759999999998,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459484.6194,12.640320000000001,,,Vis.,BTY,,13.0,14.4,X23976BY,,,,Z,,,,NSV 11664,AAVSO,STD,,,,,,478.3006952153744,594.0680898935875
2459485.31,12.2892,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,0.0,0.0
2459490.34,12.2892,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459495.27,12.2892,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459497.26,12.2892,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459513.3,12.2892,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459518.32,12.37698,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459519.27,12.2892,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459523.28,12.2892,,,Vis.,KTZ,,144,,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459529.23,12.2892,,,Vis.,KTZ,,130,144.0,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459551.2,12.20142,,,Vis.,KTZ,,130,144.0,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459667.58,12.02586,,,Vis.,KTZ,,130,144.0,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459701.34,12.20142,,,Vis.,KTZ,,130,144.0,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459704.5,12.20142,,,Vis.,KTZ,,130,144.0,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459708.47,12.20142,,,Vis.,KTZ,B,130,144.0,X25433AB,MOON,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459718.43,12.2892,,,Vis.,KTZ,,130,144.0,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459721.42,12.2892,,,Vis.,KTZ,,130,144.0,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459723.45,12.2892,,,Vis.,KTZ,,130,144.0,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
2459727.47,12.2892,,,Vis.,KTZ,,130,144.0,X25433AB,,,,Z,,,,NSV 11664,,STD,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
,,,,,,,,,,,,,,,,,,,,,,,,,478.3006952153744,594.0680898935875
