JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit,Residual X,Residual Y
2429158.72,10.9,,,Vis.,BR,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429159.72,11.0,,,Vis.,BR,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429163.72,10.9,,,Vis.,BR,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429164.72,11.0,,,Vis.,BR,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429185.68,10.8,,,Vis.,BR,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429510.6,10.7,,,Vis.,HU,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429511.6,10.7,,,Vis.,HU,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429512.6,10.8,,,Vis.,HU,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429513.6,10.8,,,Vis.,HU,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429514.6,10.7,,,Vis.,HU,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429515.6,10.9,,,Vis.,HU,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429516.6,10.9,,,Vis.,HU,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429517.6,11.0,,,Vis.,HU,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429518.6,11.0,,,Vis.,HU,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429519.6,11.0,,,Vis.,HU,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429520.6,10.7,,,Vis.,HU,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
2429521.6,10.8,,,Vis.,HU,,,,,,,,V,,,,SV SGE,,STD,,,,,472.52349084947855,708.7060990229543
