JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit,Residual X,Residual Y
2447950.6117,11.2,,,Vis.,PAO,,,,,,,,V,,,,UX ANT,,STD,,,,,934.9911397819204,743.8028396870322
2447965.9,12.4,,,Vis.,JA,K,,,,,,,Z,,,,UX ANT,,STD,,,,,934.9911397819204,743.8028396870322
2447966.8,12.3,,,Vis.,JA,K,,,,,,,Z,,,,UX ANT,,STD,,,,,934.9911397819204,743.8028396870322
2447978.9,11.8,,,Vis.,JA,K,,,,,,,Z,,,,UX ANT,,STD,,,,,934.9911397819204,743.8028396870322
2447980.0,12.3,,,Vis.,JA,K,,,,,,,Z,,,,UX ANT,,STD,,,,,934.9911397819204,743.8028396870322
2447984.9,12.2,,,Vis.,JA,K,,,,,,,Z,,,,UX ANT,,STD,,,,,934.9911397819204,743.8028396870322
2447987.0,12.4,,,Vis.,JA,K,,,,,,,Z,,,,UX ANT,,STD,,,,,934.9911397819204,743.8028396870322
2447998.8,12.4,,,Vis.,JA,K,,,,,,,Z,,,,UX ANT,,STD,,,,,934.9911397819204,743.8028396870322
2448001.86,11.6,,,Vis.,JA,K,,,,,,,Z,,,,UX ANT,,STD,,,,,934.9911397819204,743.8028396870322
2448010.8,12.3,,,Vis.,JA,K,,,,,,,Z,,,,UX ANT,,STD,,,,,934.9911397819204,743.8028396870322
2448014.9,12.4,,,Vis.,JA,K,,,,,,,Z,,,,UX ANT,,STD,,,,,934.9911397819204,743.8028396870322
2448015.9,12.4,,,Vis.,JA,K,,,,,,,Z,,,,UX ANT,,STD,,,,,934.9911397819204,743.8028396870322
2448027.9,12.5,,,Vis.,JA,K,,,,,,,Z,,,,UX ANT,,STD,,,,,934.9911397819204,743.8028396870322
2448029.9,12.6,,,Vis.,JA,K,,,,,,,Z,,,,UX ANT,,STD,,,,,934.9911397819204,743.8028396870322
