JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit,Residual X,Residual Y
2454995.513,11.928424200000002,,,Vis.,PYG,,129+2,,3167GI,,,,Z,,,,NSV 11154,,STD,,,,,478.3006952153744,594.0680898935875
2454998.49,12.022348800000001,,,Vis.,PYG,,129+1,,3167GI,,,,Z,,,,NSV 11154,,STD,,,,,478.3006952153744,594.0680898935875
2455000.513,12.022348800000001,,,Vis.,PYG,,129+1,,3167GI,,,,Z,,,,NSV 11154,,STD,,,,,478.3006952153744,594.0680898935875
2455002.5787,11.656042860000001,0.01,,V,DKS,,000-BJW-745,000-BJW-746,6959AIQ,,0.0,,Z,12.86,13.056,,NSV 11154,AAVSO,STD,,,,,478.3006952153744,594.0680898935875
2455005.5125,12.3980472,,,Vis.,PYG,,,,1261adf,35cm SCT,,,Z,,,,NSV 11154,BAA-VSS,STD,,,,BAAVSS,478.3006952153744,594.0680898935875
2455008.511,12.022348800000001,,,Vis.,PYG,,129+1,,3167GI,,,,Z,,,,NSV 11154,,STD,,,,,478.3006952153744,594.0680898935875
2455012.509,11.928424200000002,,,Vis.,PYG,,129+2,,3167GI,,,,Z,,,,NSV 11154,,STD,,,,,478.3006952153744,594.0680898935875
2455016.505,12.022348800000001,,,Vis.,PYG,,129+1,,3167GI,,,,Z,,,,NSV 11154,,STD,,,,,478.3006952153744,594.0680898935875
2455017.80624,11.918092494000001,0.006,,V,HTY,,GSC03531-00470,GSC03531-00042,1270IO,COMP MAGS FROM TASS MK IV CATALOG,0.0,1.146,Z,19.194,19.421,,NSV 11154,,STD,1.0,,,,478.3006952153744,594.0680898935875
2455017.80847,11.904003804,0.006,,V,HTY,,GSC03531-00470,GSC03531-00042,1270IO,COMP MAGS FROM TASS MK IV CATALOG,0.0,1.152,Z,19.22,19.445,,NSV 11154,,STD,1.0,,,,478.3006952153744,594.0680898935875
