Date,JD (TCB),avg Mag
2015-01-18 05:33:00,2457040.73125,19.10
2015-02-14 09:34:33,2457067.89899,19.11
2015-02-14 11:21:07,2457067.973,19.13
2015-07-05 16:50:40,2457209.20185,19.10
2015-08-27 22:26:36,2457262.43514,19.10
2015-08-28 00:13:10,2457262.50914,19.06
2016-01-05 04:57:16,2457392.70644,19.12
2016-01-05 06:43:51,2457392.78045,19.08
2016-02-01 16:44:51,2457420.19781,19.11
2016-02-01 18:31:26,2457420.27183,19.13
2016-02-24 06:29:41,2457442.77061,19.08
2016-02-24 10:43:22,2457442.94678,19.07
2016-07-15 07:44:33,2457584.8226,19.09
2016-08-16 01:19:18,2457616.55507,19.07
2016-08-16 05:32:56,2457616.7312,19.11
2016-09-05 19:20:24,2457637.30583,19.04
2016-09-05 23:34:02,2457637.48197,19.09
2017-01-14 12:08:17,2457768.00575,19.10
2017-01-14 13:54:52,2457768.07977,19.05
2017-03-04 13:11:52,2457817.04991,19.09
2017-03-04 14:58:27,2457817.12392,19.09
2017-06-10 21:14:20,2457915.38495,19.11
2017-06-11 03:14:33,2457915.6351,19.10
2017-06-11 09:14:46,2457915.88525,19.11
2017-06-11 11:01:20,2457915.95926,19.13
2017-06-11 15:14:59,2457916.13541,19.11
2017-06-11 21:15:12,2457916.38556,19.04
2017-06-11 23:01:46,2457916.45956,19.09
2017-06-12 03:15:25,2457916.63571,19.10
2017-06-12 05:01:59,2457916.70971,19.13
2017-06-12 09:15:38,2457916.88586,19.09
2017-06-12 11:02:12,2457916.95986,19.07
2017-06-12 15:15:51,2457917.13601,19.11
2017-06-12 21:16:04,2457917.38616,19.12
2017-07-26 08:28:57,2457960.85344,19.07
2017-07-26 10:15:31,2457960.92744,19.11
2017-09-01 19:53:38,2457998.32891,19.09
2017-09-01 21:40:12,2457998.40292,19.09
2017-09-02 01:53:51,2457998.57906,19.07
2017-09-13 20:00:35,2458010.33374,19.08
2017-09-13 21:47:09,2458010.40774,19.07
2017-09-14 02:00:48,2458010.58389,19.04
2017-09-14 03:47:21,2458010.65788,19.08
2017-12-12 03:05:59,2458099.62916,19.11
2017-12-12 09:06:15,2458099.87934,19.13
2017-12-12 15:06:30,2458100.12951,19.08
2017-12-12 21:06:46,2458100.3797,19.11
2017-12-16 03:10:02,2458103.63197,19.10
2017-12-16 04:56:37,2458103.70598,19.06
2017-12-16 09:10:18,2458103.88215,19.14
2017-12-16 15:10:33,2458104.13233,19.10
2017-12-16 16:57:08,2458104.20634,19.10
2017-12-16 21:10:49,2458104.38251,19.11
2017-12-16 22:57:24,2458104.45653,19.09
2018-01-24 22:28:32,2458143.43648,19.16
2018-03-03 03:52:03,2458180.66115,19.12
2018-03-12 02:13:06,2458189.59243,19.07
2018-03-12 08:13:22,2458189.84262,19.03
2018-06-16 10:10:16,2458285.9238,19.09
2018-06-16 11:56:50,2458285.9978,19.14
2018-07-01 16:15:28,2458301.17741,19.07
2018-07-01 18:02:01,2458301.2514,19.10
2018-08-06 11:24:18,2458336.97521,19.06
2018-12-17 11:54:04,2458469.99588,19.13
2018-12-17 16:07:45,2458470.17205,19.08
2019-01-03 16:15:37,2458487.17751,19.14
2019-02-04 09:53:04,2458518.91185,19.11
2019-02-04 11:39:38,2458518.98586,19.12
2019-06-25 17:13:25,2458660.21765,19.13
2019-08-08 19:35:30,2458704.31632,19.12
2019-08-08 21:22:04,2458704.39032,19.13
2020-01-16 05:25:50,2458864.72627,19.08
2020-01-16 07:12:25,2458864.80029,19.12
2020-02-14 06:45:36,2458893.78167,19.08
2020-02-14 08:32:11,2458893.85568,19.06
2020-06-26 06:13:28,2459026.75935,19.11
2020-06-26 10:27:07,2459026.9355,19.12
2020-07-21 05:13:56,2459051.71801,19.09
2020-07-21 07:00:30,2459051.79201,19.06
2020-08-06 23:23:07,2459068.47439,19.08
2020-12-17 17:52:40,2459201.24491,19.08
2020-12-17 22:06:21,2459201.42108,19.04
2021-01-04 10:13:31,2459218.92605,17.98
2021-01-04 12:00:06,2459219.00007,18.85
2021-02-04 21:52:07,2459250.41119,19.08
2021-06-25 23:11:45,2459391.46649,19.13
2021-07-18 06:54:52,2459413.7881,19.09
2021-08-17 22:45:31,2459444.44828,19.09
2021-08-18 00:32:04,2459444.52227,19.14
2021-12-26 23:14:42,2459575.46854,19.14
2021-12-27 01:01:17,2459575.54256,19.13
2022-01-19 11:13:13,2459598.96751,19.13
2022-02-15 00:48:35,2459625.53374,19.12
2022-02-15 05:02:16,2459625.70991,19.11
2022-07-06 08:04:26,2459766.83641,19.09
2022-08-02 18:03:25,2459794.25237,19.08
2022-08-28 13:40:28,2459820.06977,19.13
2023-01-06 00:25:07,2459950.51744,19.11
2023-02-25 00:10:43,2460000.50744,19.12
2023-02-25 01:57:18,2460000.58146,19.14
2023-07-17 03:12:03,2460142.63337,19.10
2023-08-18 06:59:12,2460174.79111,19.16
2023-08-18 08:45:45,2460174.8651,19.08
2023-09-07 13:01:17,2460195.04256,19.09
2023-09-07 14:47:51,2460195.11656,19.07
2024-01-16 07:36:11,2460325.81679,19.13
