Date,JD (TCB),avg Mag
2015-01-20 22:18:33,2457043.42955,14.42
2015-01-21 00:05:07,2457043.50355,14.41
2015-02-21 23:39:14,2457075.48558,14.43
2015-07-03 10:18:19,2457206.92939,14.45
2015-07-03 12:04:53,2457207.00339,14.44
2015-07-24 12:06:48,2457228.00472,14.46
2015-07-24 16:20:27,2457228.18087,14.54
2016-01-12 23:19:08,2457400.47162,14.43
2016-03-03 12:50:30,2457451.03507,14.43
2016-07-12 17:26:25,2457582.22668,14.44
2016-08-08 05:16:44,2457608.71995,14.38
2016-08-08 07:03:17,2457608.79395,14.42
2016-09-04 05:02:04,2457635.70977,14.47
2017-01-21 20:13:40,2457775.34282,14.44
2017-02-17 21:24:15,2457802.39184,14.42
2017-03-13 19:37:17,2457826.31756,14.46
2017-03-13 21:23:52,2457826.39157,14.46
2017-07-23 13:57:48,2457958.08181,14.47
2017-07-23 15:44:21,2457958.1558,14.50
2017-08-23 09:20:49,2457988.88946,14.43
2017-08-23 13:34:28,2457989.0656,14.43
2017-09-14 13:30:09,2458011.0626,14.44
2018-02-01 02:59:23,2458150.62457,14.44
2018-02-01 04:45:58,2458150.69859,14.44
2018-03-05 02:38:12,2458182.60986,14.42
2018-03-23 04:32:54,2458200.68951,14.48
2018-03-23 08:46:35,2458200.86568,14.44
2018-03-23 10:33:09,2458200.93969,14.44
2018-08-03 15:06:45,2458334.12969,14.47
2018-08-03 16:53:19,2458334.20369,14.47
2018-09-07 16:15:46,2458369.17762,14.44
2018-09-23 20:32:54,2458385.35618,14.42
2018-09-23 22:19:27,2458385.43017,14.41
2018-12-26 16:40:47,2458479.19499,14.42
2018-12-26 18:27:22,2458479.269,14.46
2018-12-26 22:41:03,2458479.44517,14.44
2019-01-06 04:48:37,2458489.70043,14.44
2019-01-06 06:35:12,2458489.77444,14.43
2019-02-11 16:10:10,2458526.17373,14.48
2019-02-11 17:56:45,2458526.24774,14.47
2019-03-22 21:43:45,2458565.40538,14.46
2019-03-23 03:44:01,2458565.65557,14.51
2019-03-23 05:30:35,2458565.72957,14.48
2019-03-23 09:44:17,2458565.90575,14.46
2019-03-23 11:30:51,2458565.97976,14.45
2019-03-23 17:31:07,2458566.22994,14.42
2019-03-29 05:36:27,2458571.73365,14.46
2019-03-29 09:50:08,2458571.90981,14.45
2019-03-29 11:36:43,2458571.98383,14.42
2019-03-29 15:50:24,2458572.16,14.42
2019-03-29 17:36:58,2458572.234,14.42
2019-03-29 21:50:40,2458572.41019,14.43
2019-06-25 04:41:34,2458659.69553,14.43
2019-06-25 06:28:08,2458659.76954,14.43
2019-06-25 10:41:47,2458659.94568,14.44
2019-06-25 12:28:21,2458660.01969,14.46
2019-07-07 16:49:19,2458672.20091,14.44
2019-08-16 13:32:36,2458712.06431,14.45
2019-08-16 15:19:09,2458712.1383,14.45
2019-09-27 05:02:46,2458753.71025,14.49
2019-09-27 09:16:25,2458753.8864,14.44
2019-09-27 11:02:59,2458753.96041,14.47
2019-09-27 15:16:38,2458754.13655,14.45
2019-09-27 17:03:11,2458754.21054,14.45
