Date,JD (TCB),avg Mag
2015-02-18 23:38:36,2457072.48514,18.75
2015-02-19 01:25:10,2457072.55914,18.67
2015-03-15 17:35:15,2457097.23281,18.74
2015-04-14 11:13:31,2457126.96772,18.79
2015-04-14 13:00:05,2457127.04172,18.75
2015-09-12 19:22:18,2457278.30715,18.79
2015-11-06 02:51:30,2457332.6191,18.75
2015-11-06 07:05:11,2457332.79527,18.78
2016-03-01 00:47:50,2457448.53322,18.77
2016-03-01 02:34:24,2457448.60722,18.78
2016-03-29 12:32:55,2457477.02286,18.80
2016-04-24 14:05:49,2457503.08737,18.78
2016-08-03 15:21:34,2457604.13998,18.73
2016-08-03 17:08:08,2457604.21398,18.77
2016-08-03 21:21:48,2457604.39014,18.75
2016-08-11 09:28:06,2457611.89451,18.73
2016-08-11 11:14:41,2457611.96853,18.71
2016-08-11 15:28:22,2457612.1447,18.71
2016-08-11 17:14:56,2457612.2187,18.82
2016-09-22 16:16:33,2457654.17816,18.72
2016-10-22 02:15:47,2457683.59429,18.72
2016-10-22 04:02:22,2457683.66831,18.76
2016-11-16 04:02:41,2457708.66853,18.72
2016-11-16 08:16:21,2457708.84469,18.75
2017-04-12 22:38:04,2457856.4431,18.72
2017-08-26 11:48:33,2457991.99205,18.74
2017-10-03 18:48:15,2458030.28351,18.72
2017-11-06 10:41:19,2458063.94536,18.75
2017-11-06 12:27:53,2458064.01936,18.76
2017-11-26 22:49:38,2458084.45113,18.76
2017-11-27 04:49:53,2458084.70131,18.79
2018-02-10 22:58:10,2458160.45706,18.72
2018-02-11 00:44:44,2458160.53106,18.75
2018-02-11 04:58:23,2458160.70721,18.78
2018-02-11 06:44:57,2458160.78122,18.73
2018-03-23 10:27:41,2458200.93589,18.75
2018-03-23 12:14:15,2458201.0099,18.75
2018-04-27 05:33:24,2458235.73153,18.76
2018-04-27 09:47:03,2458235.90767,18.70
2018-05-15 15:47:54,2458254.15826,18.73
2018-05-15 17:34:27,2458254.23226,18.72
2018-08-22 20:27:50,2458353.35266,18.75
2018-08-23 00:41:31,2458353.52883,18.73
2018-09-09 20:32:44,2458371.35606,18.73
2018-10-15 00:11:54,2458406.50826,18.72
2018-10-15 01:58:29,2458406.58228,18.72
2018-11-23 11:48:51,2458445.99226,18.73
2018-11-23 13:35:25,2458446.06626,18.73
2018-11-23 17:49:06,2458446.24243,18.71
2018-11-23 19:35:40,2458446.31644,18.73
2018-12-06 13:45:43,2458459.07341,18.73
2018-12-06 17:59:24,2458459.24958,18.75
2018-12-06 19:45:58,2458459.32359,18.73
2018-12-06 23:59:39,2458459.49976,18.77
2018-12-07 01:46:13,2458459.57376,18.73
2019-02-08 11:58:00,2458522.99861,18.71
2019-02-08 13:44:34,2458523.07262,18.70
2019-02-28 12:03:42,2458543.00257,18.72
2019-04-03 17:35:30,2458577.23299,18.66
2019-04-03 19:22:04,2458577.30699,18.69
2019-05-11 18:28:35,2458615.26985,18.73
2019-05-25 16:47:19,2458629.19953,18.69
2019-05-25 18:33:53,2458629.27353,18.72
2019-08-13 05:38:46,2458708.73525,18.75
2019-08-13 07:25:21,2458708.80927,18.74
2019-08-13 11:39:02,2458708.98544,18.72
2019-09-03 13:59:44,2458730.08315,18.73
2019-10-08 01:45:57,2458764.57358,18.78
2019-11-14 09:51:48,2458801.91097,18.12
2019-11-14 11:38:22,2458801.98498,18.44
2019-11-27 10:11:34,2458814.9247,18.75
2019-11-27 11:58:09,2458814.99872,18.73
2020-02-29 10:17:03,2458908.92851,18.76
2020-02-29 12:03:36,2458909.0025,18.75
2020-03-22 00:45:57,2458930.53191,18.72
2020-04-23 00:20:58,2458962.51456,18.78
2020-04-23 02:07:32,2458962.58856,18.70
2020-08-23 08:26:05,2459084.85145,18.74
2020-09-10 18:44:09,2459103.28066,18.74
2020-11-24 17:47:53,2459178.24159,18.71
2020-11-24 19:34:28,2459178.3156,18.77
2020-11-24 23:48:09,2459178.49177,18.74
2020-11-25 01:34:43,2459178.56578,18.76
2020-12-06 23:58:05,2459190.49867,18.79
2020-12-07 01:44:39,2459190.57267,18.74
2020-12-07 05:58:20,2459190.74884,18.75
2020-12-07 07:44:54,2459190.82285,18.75
2020-12-07 11:58:35,2459190.99902,18.73
2021-02-08 23:56:51,2459254.49781,18.71
2021-02-09 01:43:25,2459254.57182,18.75
2021-03-01 12:01:51,2459275.00128,18.76
2021-03-01 13:48:25,2459275.07529,18.74
2021-04-04 05:34:07,2459308.73203,18.69
2021-04-04 07:20:40,2459308.80602,18.71
2021-05-12 12:26:01,2459347.01807,18.75
2021-05-12 16:39:40,2459347.19421,18.76
2021-05-26 00:31:30,2459360.52188,18.74
2021-05-26 04:45:09,2459360.69802,18.72
2021-09-25 01:42:28,2459482.57116,18.75
2021-09-25 03:29:02,2459482.64516,18.72
2021-10-26 19:21:39,2459514.3067,18.74
2021-10-26 21:08:14,2459514.38072,18.69
2022-02-19 19:06:09,2459630.29594,18.59
2022-02-19 20:52:43,2459630.36994,18.67
2022-03-16 19:01:42,2459655.29285,18.74
2022-03-16 20:48:16,2459655.36685,18.68
2022-04-15 06:40:47,2459684.77832,18.74
2022-05-27 07:21:20,2459726.80648,18.80
2022-05-27 11:34:59,2459726.98263,18.74
2022-05-27 13:21:33,2459727.05663,18.70
2022-05-27 17:35:12,2459727.23278,18.71
2022-06-04 05:40:33,2459734.73649,18.70
2022-06-04 07:27:07,2459734.8105,18.73
2022-06-04 11:40:47,2459734.98666,18.68
2022-06-04 13:27:21,2459735.06066,18.72
2022-09-13 14:49:41,2459836.11784,18.73
2022-10-09 14:41:53,2459862.11242,18.74
2022-11-06 22:19:11,2459890.42999,18.78
2023-03-02 20:15:19,2460006.34397,18.79
2023-03-31 13:59:12,2460035.08278,18.70
2023-04-26 07:46:23,2460060.82388,18.66
2023-04-26 09:32:57,2460060.89788,18.76
2023-08-05 04:47:41,2460161.69978,18.71
2023-08-05 06:34:16,2460161.7738,18.72
2023-08-05 10:47:56,2460161.94995,18.74
2023-08-13 16:54:41,2460170.20464,18.72
2023-08-13 18:41:16,2460170.27866,18.74
2023-09-24 11:44:00,2460211.98889,18.73
2023-10-24 09:42:43,2460241.90466,18.76
2023-11-17 23:30:20,2460266.4794,18.79
2023-11-18 03:44:01,2460266.65557,18.78
