Date,JD (TCB),avg Mag
2014-08-13 04:40:52,2450740.488312375,17.855249999999998
2014-08-13 06:27:25,2450740.5621174,17.855249999999998
2014-08-13 10:41:05,2450740.7378370003,17.835299999999997
2014-08-13 12:27:39,2450740.811652,17.865225
2014-08-13 16:41:18,2450740.9873616253,17.845275
2014-08-13 18:27:52,2450741.061176625,17.855249999999998
2014-08-13 22:41:31,2450741.23688625,17.835299999999997
2014-08-14 00:28:05,2450741.31070125,17.835299999999997
2014-11-08 13:18:12,2450827.629174225,17.855249999999998
2015-02-01 16:31:16,2450912.55040905,17.825325000000003
2015-02-01 18:17:51,2450912.624244,17.865225
2015-02-21 12:26:54,2450932.3311333,17.855249999999998
2015-02-21 18:27:09,2450932.580677876,17.865225
2015-04-23 22:35:15,2450993.600047125,17.865225
2015-04-24 04:35:29,2450993.849581725,17.835299999999997
2015-04-24 06:22:03,2450993.923396725,17.825325000000003
2015-06-20 06:03:02,2451050.7677297248,17.855249999999998
2015-11-18 12:33:06,2451201.660432525,17.865225
2015-11-18 14:19:40,2451201.734247525,17.855249999999998
2015-12-07 14:21:27,2451220.687984425,17.845275
2016-01-09 12:03:13,2451253.5097244256,17.855249999999998
2016-02-18 23:40:15,2451293.8925643,17.855249999999998
2016-02-19 01:26:49,2451293.9663892747,17.845275
2016-02-19 05:40:30,2451294.14211885,17.855249999999998
2016-02-19 07:27:04,2451294.2159338496,17.845275
2016-03-02 19:37:07,2451306.6916464,17.875200000000003
2016-03-02 23:50:47,2451306.867366,17.835299999999997
2016-03-03 05:51:02,2451307.116910575,17.865225
2016-03-03 07:37:36,2451307.19073555,17.855249999999998
2016-03-03 11:51:17,2451307.366465125,17.855249999999998
2016-05-04 11:45:27,2451369.20742525,17.875200000000003
2016-05-04 13:32:01,2451369.28124025,17.855249999999998
2016-05-27 23:48:49,2451392.650999425,17.875200000000003
2016-05-28 01:35:23,2451392.7248244,17.845275
2016-08-09 06:14:56,2451465.7359690745,17.855249999999998
2016-08-09 10:28:36,2451465.911688675,17.835299999999997
2016-11-27 19:37:06,2451576.0166364247,17.845275
2016-12-20 07:33:06,2451598.457613375,17.865225
2016-12-20 09:19:41,2451598.5314483247,17.855249999999998
2017-01-19 13:13:38,2451628.6185021754,17.835299999999997
2017-01-19 15:00:13,2451628.692337125,17.845275
2017-05-16 02:17:52,2451744.87175065,17.835299999999997
2017-05-16 04:04:26,2451744.945575625,17.81535
2017-06-12 15:57:59,2451772.372356825,17.865225
2017-07-12 07:53:20,2451801.96162825,17.835299999999997
2017-07-12 09:39:54,2451802.035453225,17.825325000000003
2017-08-23 18:46:16,2451844.308924675,17.805375
2017-08-23 20:32:50,2451844.382739675,17.855249999999998
2017-08-24 00:46:30,2451844.5584592754,17.7954
2017-09-01 12:52:09,2451853.0411294503,17.845275
2017-09-01 14:38:43,2451853.11494445,17.835299999999997
2017-09-01 18:52:23,2451853.29066405,17.835299999999997
2017-09-01 20:38:57,2451853.36447905,17.855249999999998
2017-10-21 00:53:32,2451902.4183370504,17.865225
2017-10-21 05:07:13,2451902.59405665,17.835299999999997
2017-10-21 06:53:47,2451902.667881625,17.865225
2017-10-21 11:07:28,2451902.8436112003,17.835299999999997
2017-10-26 23:12:18,2451908.3332128,17.855249999999998
2017-10-27 05:12:32,2451908.5827474003,17.855249999999998
2017-12-08 05:52:04,2451950.5051287757,17.845275
2018-01-03 05:41:26,2451976.4327672254,17.855249999999998
2018-06-27 21:09:32,2452151.63816595,17.865225
2018-07-23 14:58:42,2452177.3162897504,17.805375
2018-07-23 16:45:15,2452177.3900947752,17.855249999999998
2018-09-07 21:28:47,2452223.471502525,17.855249999999998
2018-09-08 01:42:27,2452223.647222125,17.845275
2018-09-08 03:29:01,2452223.721037125,17.875200000000003
2018-09-08 07:42:41,2452223.896756725,17.835299999999997
2018-09-08 13:42:55,2452224.146291325,17.865225
2018-09-08 15:29:29,2452224.2201063246,17.855249999999998
2018-09-08 19:43:09,2452224.395825925,17.845275
2018-09-08 21:29:43,2452224.4696508995,17.865225
2018-09-09 01:43:22,2452224.64535055,17.885175
2018-09-09 07:43:36,2452224.8948851503,17.885175
2018-09-09 09:30:10,2452224.968710125,17.845275
2018-09-09 13:43:50,2452225.144429725,17.835299999999997
2018-09-09 19:44:03,2452225.3939543497,17.875200000000003
2018-09-09 21:30:37,2452225.46776935,17.89515
2018-09-10 01:44:17,2452225.64348895,17.875200000000003
2018-09-10 03:30:51,2452225.71730395,17.855249999999998
2018-09-10 09:31:05,2452225.9668485248,17.845275
2018-10-30 06:02:04,2452275.6970614,17.865225
2018-10-30 07:48:38,2452275.7708764,17.855249999999998
2018-11-10 06:09:11,2452286.67448905,17.825325000000003
2018-12-18 23:13:15,2452325.288861175,17.885175
2019-01-17 16:56:06,2452354.952615925,17.905124999999998
2019-01-17 18:42:41,2452355.0264409,17.875200000000003
2019-02-10 18:44:35,2452378.9677576,17.875200000000003
2019-02-10 22:58:16,2452379.143487175,17.89515
2019-02-11 00:44:50,2452379.217302175,17.825325000000003
2019-04-14 10:55:13,2452441.485122476,17.875200000000003
2019-04-14 18:42:01,2452441.80848205,17.835299999999997
2019-04-14 22:55:41,2452441.9842016497,17.855249999999998
2019-04-15 00:42:15,2452442.05801665,17.845275
2019-04-15 04:55:55,2452442.23373625,17.835299999999997
2019-04-15 10:56:09,2452442.4832708496,17.825325000000003
2019-04-15 12:42:43,2452442.55708585,17.835299999999997
2019-04-15 16:56:22,2452442.7327954755,17.835299999999997
2019-04-15 18:42:56,2452442.8066104758,17.845275
2019-04-16 00:43:09,2452443.0561450752,17.845275
2019-04-20 18:47:16,2452447.7971129497,17.885175
2019-04-21 00:47:29,2452448.046637575,17.885175
2019-04-21 05:01:08,2452448.2223472,17.855249999999998
2019-04-21 06:47:42,2452448.296172175,17.855249999999998
