jds,mags,magerrs
2458441.61663194,13.051984947449547,0.2918840851082095
2458466.58678241,13.04237315423838,0.3286043762307949
2458482.5771875,13.052893600857146,0.353758033673637
2458597.99005787,12.822762633042556,0.1637701344578853
2458600.82398148,12.980699594351725,0.27041861904118675
2458600.91641204,12.861637941173887,0.20711329733058137
2458600.975653935,12.861847952595458,0.17520693000285553
2458601.826336805,12.904500041009426,0.24063587529779518
2458601.88270833,13.028493106536354,0.25579075382669314
2458601.98697917,12.893510451024158,0.2042061391118161
2458605.881452545,13.083115668451248,0.274951162012536
2458605.94314815,12.933096013468974,0.22703365906644984
2458606.82184028,12.873010451018756,0.16384833114236577
2458606.902413195,13.027269527251653,0.21816916275377132
2458636.89820602,12.908784841815349,0.20778226927866883
2458641.98129051,12.94698778178719,0.2826587537068805
2458648.962881945,12.920433139348557,0.257436518824501
2458651.95506366,12.908087448023394,0.3105227544838878
2458655.951707175,13.047089447280419,0.3304634990887094
2458660.93130787,13.081913940633688,0.3552189781283721
2458665.91595486,12.975310655040568,0.2728772963052303
2458668.90818866,13.156797155418383,0.3522697806698806
2458673.90140625,13.002314511224117,0.31993522826886794
2458675.88931134,13.003877569261006,0.29799359408658715
2458677.889189815,13.029233916793741,0.3193735577355677
2458679.89420139,13.012628426620937,0.30367678012758687
2458681.87271991,12.924447042156391,0.2412504285171926
2458683.869230325,12.990347908374995,0.308211467168577
2458685.88579861,12.958839810375515,0.24486854262753077
2458691.84493634,13.039489725090432,0.305981403258773
2458694.84722222,12.957782947383004,0.27519168089129853
2458696.84564815,13.02140897292959,0.31192497168512295
2458701.81877315,12.998335971943368,0.3069284908444878
2458704.81599537,13.022782092631711,0.3115946887127857
2458706.811707175,12.96317387959125,0.2753968700401707
2458708.80105903,12.914555033309094,0.23524225825522244
2458710.801903935,12.842187825068414,0.25703088667951185
2458713.788524305,12.881774913362488,0.23403918843395344
2458716.77564815,12.953905825106833,0.26887901665892916
2458718.78866898,13.077142542779704,0.2984190342519463
2458720.773738425,12.909644688296517,0.20149227761893027
2458722.78804398,12.887296131465718,0.27704733400262327
2458725.76708912,12.94973668663298,0.3199784299790101
2458727.76968171,12.92648745831088,0.24119669049389272
2458732.73598958,12.925396012742459,0.27309491291539595
2458734.75214699,12.999729257492678,0.31734804542866296
2458736.745949075,12.97281512099654,0.2871354999153362
2458738.73880208,12.928518053418028,0.23516212855378932
2458741.717314815,12.953965892046913,0.28715032773337895
2458744.7145081,13.043720043001635,0.30521028988827736
2458747.71978009,12.974858626041367,0.2052394085231322
2458750.697766205,12.881818464825487,0.22219177738900073
2458759.702430555,12.887673790860246,0.24387405617396588
2458762.67107639,12.862078942988676,0.2094566921373265
2458765.69070602,12.915756132762047,0.2605094067761934
2458780.63940972,12.965507404434334,0.2666976626215762
