jds,mags,magerrs
2458423.7565162,9.069667179563917,0.008666687063564084
2458424.76234954,9.07078063016816,0.009922635699292623
2458425.73876157,9.042598281438147,0.01013930716565984
2458427.75128472,9.029787605118381,0.012383948764812382
2458428.8021875,9.064571042290373,0.006305411519455353
2458431.73008102,9.027664991148207,0.004597985752271779
2458434.71805556,9.014930675729397,0.004650839663471802
2458435.76519676,9.094299366049752,0.004021591330843507
2458436.76332176,9.019321912417777,0.010310058610707558
2458437.72341435,9.003657725240048,0.0036658339706357084
2458438.73251157,9.008059700083022,0.07062627643156659
2458439.71506944,9.024046427057488,0.004289995082527189
2458440.72936343,8.969433601713414,0.010849595743658437
2458441.72032407,9.001909700983838,0.0051568993717139916
2458449.69202546,9.001474530626604,0.005021714115657985
2458450.69836806,8.993583019697908,0.008756025425298323
2458451.72175926,8.971263735272405,0.004237899234815309
2458457.70001157,9.00431914202134,0.0037871880003935558
2458462.69883102,9.017053430050224,0.004759301842949912
2458464.6502662,8.99711011749585,0.004471004658534038
2458465.68202546,9.005872958221712,0.0042334089430414645
2458466.67074074,8.99900171027187,0.003977229219569969
2458468.65225694,9.018717006181124,0.00450968452949785
2458469.66618056,9.007843470731695,0.004917314936904973
2458471.68658565,9.036815346864197,0.004804312500127757
2458472.67972222,9.011353721673272,0.00427803077342987
2458473.76049769,9.146218344787282,0.009206878852238256
2458475.66996528,9.013638362820616,0.004344681005509653
2458479.6380787,9.007839979185736,0.004187746944215514
2458481.64768519,9.029900937478853,0.004357571362029937
2458482.68177083,9.0314902771016,0.0039021961744109043
2458486.63496528,9.013140743516399,0.003803203794995388
2458488.64819444,9.011211297725316,0.004554257003712733
2458490.64881944,8.950299164364605,0.006473027731754232
2458492.62760417,9.233251293042674,0.13550394634662405
2458494.62979167,9.007854439090035,0.004212713592674822
2458503.646174765,9.090427134485868,0.052048515829931405
2458512.62604167,8.998894325320848,0.0075501537211369865
2458534.62684028,9.104270738495249,0.0037815638654664584
2458540.619733795,9.052601884300266,0.004621853302254581
2458646.97814815,9.031528259549836,0.004943114584485653
2458681.98017361,9.106840833212898,0.004386320566528841
2458686.961574075,9.100777617918961,0.0043810360606147975
2458692.98912616,9.106046920339798,0.004882123451583266
2458696.97695602,9.11312825502479,0.004138081210626156
2458699.97476852,9.12777543265484,0.00439119817500661
2458703.96052083,9.14194671725349,0.0049997292584301155
2458706.94871528,9.168433626885452,0.004142493820029964
2458709.940167825,9.189225341142034,0.004186566358063949
2458717.96734954,9.221424569622995,0.004945175052653907
2458719.924392365,9.228079883267679,0.004544525936928865
2458722.96837963,9.257778958857456,0.004529407815167252
2458724.91459491,9.267577466227461,0.004725071359831923
2458726.93197917,9.279028671266508,0.004646962717536554
2458730.9192419,9.28870383347998,0.0046473049632800405
2458733.87905671,9.241004856074806,0.005825251318385272
