Date,JD (TCB),avg Mag,0,Residual X,Residual Y
Gaia20bbh,,,,934.9911397819204,743.8028396870322
2014-09-16 11:21:12,2456916.97306,untrusted,,934.9911397819204,743.8028396870322
2014-09-16 13:07:46,2456917.04706,untrusted,,934.9911397819204,743.8028396870322
2015-02-25 16:38:40,2457079.19352,11.54,,934.9911397819204,743.8028396870322
2015-02-25 20:52:22,2457079.3697,11.58,,934.9911397819204,743.8028396870322
2015-03-19 20:55:17,2457101.37172,,,934.9911397819204,743.8028396870322
2015-03-19 22:41:28,2457101.44546,11.66,,934.9911397819204,743.8028396870322
2015-04-18 02:40:54,2457130.61174,untrusted,,934.9911397819204,743.8028396870322
2015-04-18 04:27:29,2457130.68575,11.22,,934.9911397819204,743.8028396870322
2015-09-09 10:04:00,2457274.91944,11.66,,934.9911397819204,743.8028396870322
2015-10-04 09:52:49,2457299.91168,11.35,,934.9911397819204,743.8028396870322
2015-10-31 03:37:57,2457326.65135,11.58,,934.9911397819204,743.8028396870322
2015-10-31 05:24:30,2457326.72535,11.55,,934.9911397819204,743.8028396870322
2016-03-06 17:48:51,2457454.24226,11.49,,934.9911397819204,743.8028396870322
2016-04-02 21:54:06,2457481.41257,11.49,,934.9911397819204,743.8028396870322
2016-04-27 11:36:45,2457505.98385,11.47,,934.9911397819204,743.8028396870322
2016-09-18 18:57:15,2457650.28976,11.57,,934.9911397819204,743.8028396870322
2016-10-18 10:47:55,2457679.94994,11.40,,934.9911397819204,743.8028396870322
2016-11-09 04:45:42,2457701.6984,11.52,,934.9911397819204,743.8028396870322
2016-11-09 06:32:15,2457701.7724,11.52,,934.9911397819204,743.8028396870322
2017-03-17 06:36:03,2457829.77503,11.44,,934.9911397819204,743.8028396870322
2017-04-17 18:15:07,2457861.2605,11.58,,934.9911397819204,743.8028396870322
2017-04-17 20:01:42,2457861.33451,11.56,,934.9911397819204,743.8028396870322
2017-05-07 08:06:26,2457880.8378,11.45,,934.9911397819204,743.8028396870322
2017-05-07 12:20:07,2457881.01397,11.46,,934.9911397819204,743.8028396870322
2017-09-29 13:41:10,2458026.07025,12.43,,934.9911397819204,743.8028396870322
2017-11-03 01:07:23,2458060.54679,11.85,,934.9911397819204,743.8028396870322
2017-11-03 02:53:57,2458060.6208,11.84,,934.9911397819204,743.8028396870322
2017-11-03 07:07:35,2458060.79693,untrusted,,934.9911397819204,743.8028396870322
2017-11-17 13:13:28,2458075.05102,11.62,,0.0,0.0
2017-11-17 15:00:02,2458075.12502,11.62,,934.9911397819204,743.8028396870322
2017-11-17 19:13:41,2458075.30117,11.62,,934.9911397819204,743.8028396870322
2017-11-17 21:00:14,2458075.37516,11.61,,934.9911397819204,743.8028396870322
