jds,mags,magerrs,0,Residual X,Residual Y
2458423.78740741,9.003197748474104,0.0070842707391916525,,934.9911397819204,743.8028396870322
2458424.8,8.994861734092666,0.009287971940204878,,934.9911397819204,743.8028396870322
2458425.80956019,9.011724037874313,0.008966002825037199,,934.9911397819204,743.8028396870322
2458426.7978125,9.014377810100198,0.009090545615030268,,934.9911397819204,743.8028396870322
2458427.79481481,9.020692091135677,0.01052239135296818,,934.9911397819204,743.8028396870322
2458428.8212963,9.039556515562216,0.006357590648652278,,934.9911397819204,743.8028396870322
2458430.93112269,9.015693632179328,0.006546085393437239,,934.9911397819204,743.8028396870322
2458431.91798611,9.029436196401292,0.007041648752046333,,934.9911397819204,743.8028396870322
2458432.78459491,9.018272224383457,0.004953695679941653,,934.9911397819204,743.8028396870322
2458434.75814815,9.037787770743291,0.006247045776897339,,934.9911397819204,743.8028396870322
2458435.78303241,9.067307220802212,0.004363620755310883,,934.9911397819204,743.8028396870322
2458436.78290509,9.05608262314677,0.059530858720993035,,934.9911397819204,743.8028396870322
2458437.77391204,9.0723692961114,0.005268564409240757,,934.9911397819204,743.8028396870322
2458439.75516204,9.034003317062604,0.006486912311173241,,934.9911397819204,743.8028396870322
2458441.73768519,9.10227365499121,0.00610414217635142,,934.9911397819204,743.8028396870322
2458443.7837963,9.05932100014359,0.005528127127298604,,934.9911397819204,743.8028396870322
2458447.81800926,9.040896544571424,0.005014583250055668,,934.9911397819204,743.8028396870322
2458449.74753472,9.021965396085866,0.0051167996775316905,,934.9911397819204,743.8028396870322
2458450.7594213,9.02114492737538,0.010187858015136988,,934.9911397819204,743.8028396870322
2458451.73099537,9.001747745771661,0.004974381743078184,,934.9911397819204,743.8028396870322
2458457.7080787,9.090561840259557,0.0062212172611916415,,934.9911397819204,743.8028396870322
2458462.70663194,9.067389006609408,0.008569434137353999,,934.9911397819204,743.8028396870322
2458464.6896875,9.037752613442423,0.005888603591519755,,934.9911397819204,743.8028396870322
2458465.69303241,9.027628630733027,0.004772981401819436,,934.9911397819204,743.8028396870322
