Name,RA,Dec,Classification,Instrument_Date
WISE-ToI-2915,299.4300712,30.6118088,M-star,TSPEC_20240517
WISE-ToI-2917,299.537772,22.7620106,M-star,IRTF_20210727
WISE-ToI-2919,299.9255081,28.5389472,Em. star,TSPEC_20201003
WISE-ToI-2923,301.0430463,31.8471229,RVT/YSO,TSPEC_20200929
WISE-ToI-2929,303.5664572,39.2967118,M-star,TSPEC_20200929
WISE-ToI-2930,303.7459128,34.7738504,RVT/YSO,TSPEC_20200929
WISE-ToI-2938,306.3095039,47.4587681,RCB,TSPEC_20200929
WISE-ToI-2939,307.0924899,37.6777866,H-rich,TSPEC_20210702
WISE-ToI-2940,307.1501714,11.3921393,M-star,IRTF_20210727
WISE-ToI-2942,307.4848005,54.1831543,H-rich,IRTF_20200628
WISE-ToI-2943,307.6188259,18.1076074,M-star,IRTF_20210727
WISE-ToI-2954,310.89897,44.8622843,Em. star,TSPEC_20200929
WISE-ToI-2964,324.8627793,57.4777875,RVT/YSO,TSPEC_20210916
WISE-ToI-2985,356.6067473,56.6656804,M-star,IRTF_20200923
WISE-ToI-3012,98.2237658,17.3789892,RVT/YSO,TSPEC_20230113
WISE-ToI-4002,26.910456,60.6992399,Em. star,TSPEC_20191023
WISE-ToI-4003,33.7017618,62.4395354,Em. star,TSPEC_20210916
WISE-ToI-4006,50.1645313,56.3994803,Em. star,TSPEC_20210916
WISE-ToI-4007,50.6317054,0.529994,M-star,TSPEC_20210916
WISE-ToI-4009,57.7675084,58.7069572,M-star,TSPEC_20200904
WISE-ToI-4010,65.1985224,57.4413213,H-rich,TSPEC_20211028
WISE-ToI-4011,71.7780842,26.1793695,H-rich,TSPEC_20211028
WISE-ToI-4012,73.8761731,3.0745156,M-star,TSPEC_20211028
WISE-ToI-4013,75.3346357,43.5474486,Em. star,TSPEC_20200904
WISE-ToI-4014,80.0729675,39.2827104,RVT/YSO,TSPEC_20210330
WISE-ToI-4015,81.9283142,-8.3273543,H-rich,TSPEC_20211028
WISE-ToI-4016,83.8619146,-5.1854529,H-rich,IRTF_20200923
WISE-ToI-4018,92.4916502,9.8755318,RVT/YSO,IRTF_20200923
WISE-ToI-4019,93.5001846,27.703384,H-rich,TSPEC_20210330
WISE-ToI-4020,94.5682316,-17.0429586,H-rich,TSPEC_20191023
WISE-ToI-4021,95.0890835,35.3725077,M-star,TSPEC_20191023
WISE-ToI-4022,98.6168183,-5.0619271,M-star,TSPEC_20210330
WISE-ToI-4025,100.2690375,9.9121971,RVT/YSO,TSPEC_20201029
WISE-ToI-4026,101.1569612,1.3257247,Em. star,TSPEC_20210330
WISE-ToI-4027,102.8660455,-1.371101,H-rich,TSPEC_20201029
WISE-ToI-4028,105.9152006,10.7703622,H-rich,TSPEC_20210330
WISE-ToI-4029,111.4836862,-14.1788133,RVT/YSO,TSPEC_20210330
WISE-ToI-4031,117.2486502,-2.8765227,RVT/YSO,TSPEC_20201222
WISE-ToI-4042,149.137151,-10.0216394,M-star,TSPEC_20210330
WISE-ToI-4057,179.8295072,-27.150847,M-star,TSPEC_20201222
WISE-ToI-4095,262.8540602,-23.9628474,H-rich,TSPEC_20240517
WISE-ToI-4101,269.0886099,-21.9561828,Em. star,TSPEC_20211028
WISE-ToI-4103,271.3943049,65.9559982,Symb?,TSPEC_20211015
WISE-ToI-4107,273.5322249,-27.8254869,H-rich,TSPEC_20211015
WISE-ToI-4108,274.2785063,-23.9642563,RCB,TSPEC_20211028
WISE-ToI-4109,274.5759575,-23.472146,H-rich,TSPEC_20201003
WISE-ToI-4110,275.1859813,-27.2636341,M-star,TSPEC_20210629
WISE-ToI-4111,275.8246336,64.3435353,Symb?,TSPEC_20240517
WISE-ToI-4113,277.9004455,54.7919672,RVT/YSO,TSPEC_20210916
WISE-ToI-4114,278.209586,-25.3005515,M-star,TSPEC_20211015
WISE-ToI-4115,278.5527056,-0.4393937,Em. star,TSPEC_20201003
WISE-ToI-4116,278.5675652,-17.6038895,Em. star,TSPEC_20201003
WISE-ToI-4117,279.1302359,-20.9875529,RCB,TSPEC_20200904
WISE-ToI-4120,281.7366674,-2.1027334,RVT/YSO,IRTF_20210724
WISE-ToI-4121,282.2807117,13.21502,RVT/YSO,TSPEC_20211015
WISE-ToI-4122,282.53759,-5.2511769,Em. star,TSPEC_20211015
WISE-ToI-4124,286.2677104,13.762075,M-star,TSPEC_20210629
WISE-ToI-4125,287.4301073,11.0875544,Em. star,IRTF_20210727
WISE-ToI-4126,288.7549077,3.8117836,H-rich,IRTF_20210727
WISE-ToI-4127,289.5946421,-2.7030528,RVT/YSO,TSPEC_20211015
WISE-ToI-4129,290.5290135,28.6682779,H-rich,TSPEC_20210629
WISE-ToI-4130,291.637249,-11.6313461,M-star,TSPEC_20211015
WISE-ToI-4132,293.1664717,24.2822704,M-star,TSPEC_20210702
WISE-ToI-4135,293.4333612,19.3798726,Other,IRTF_20210727
WISE-ToI-4137,294.8737228,8.6077726,H-rich,TSPEC_20210629
WISE-ToI-4139,295.7205038,37.6782233,H-rich,TSPEC_20201029
WISE-ToI-4141,296.808876,19.4881533,H-rich,TSPEC_20201029
WISE-ToI-4142,297.2247734,43.0373746,RVT/YSO,IRTF_20210727
WISE-ToI-4143,297.3934211,21.0209822,RVT/YSO,IRTF_20210727
WISE-ToI-4146,299.3203316,-11.2379169,M-star,TSPEC_20211015
WISE-ToI-4149,300.7604477,5.737935,Em. star,TSPEC_20210916
WISE-ToI-4152,302.725807,38.3025912,Em. star,TSPEC_20240517
WISE-ToI-4153,302.98327,20.3343563,Other,TSPEC_20200929
WISE-ToI-4154,303.5155259,16.7264004,RVT/YSO,IRTF_20210727
WISE-ToI-4155,304.636782,34.3886567,M-star,TSPEC_20210916
WISE-ToI-4156,309.133678,26.6038984,H-rich,TSPEC_20210916
WISE-ToI-4157,309.6911223,42.11797,Em. star,IRTF_20210724
WISE-ToI-4158,310.4735468,46.8221555,RVT/YSO,IRTF_20210727
WISE-ToI-4160,311.9423473,19.335516,M-star,TSPEC_20240517
WISE-ToI-4162,312.7331454,49.0107408,RVT/YSO,IRTF_20210727
WISE-ToI-4163,314.6518299,50.5519987,Symb?,TSPEC_20201003
WISE-ToI-4164,321.0009879,18.2787955,H-rich,IRTF_20201015
WISE-ToI-4165,321.4333533,45.5425272,M-star,TSPEC_20210916
WISE-ToI-4166,324.1072332,50.6390205,RVT/YSO,TSPEC_20210916
WISE-ToI-4168,329.2618289,48.380523,H-rich,TSPEC_20210916
WISE-ToI-4169,333.2188373,43.7502285,H-rich,IRTF_20201015
WISE-ToI-4170,337.1940896,50.5700397,H-rich,IRTF_20201015
WISE-ToI-4171,337.2537283,40.3154199,M-star,TSPEC_20210204
WISE-ToI-4172,339.3043845,39.8739518,RVT/YSO,TSPEC_20210916
WISE-ToI-4173,340.6742691,60.4001637,Em. star,IRTF_20210727
WISE-ToI-4175,350.1566953,39.6207204,M-star,TSPEC_20210204
