JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457864.00208,16.0,,,Vis.,HSP,V,154,163,7318CMD,,,,Z,,,,HV 2379,RASNZ-VSS,STD,,,,
2458130.12153,<16.3,,,Vis.,HSP,,163,,7318CMD,,,,Z,,,,HV 2379,RASNZ-VSS,STD,,,,
2458143.03333,<16.3,,,Vis.,HSP,,163,,7318CMD,,,,Z,,,,HV 2379,RASNZ-VSS,STD,,,,
2458244.90069,<15.4,,,Vis.,HSP,,154,,7318CMD,,,,Z,,,,HV 2379,RASNZ-VSS,STD,,,,
2458427.94722,<16.3,,,Vis.,HSP,,163,,7318CMD,,,,Z,,,,HV 2379,RASNZ-VSS,STD,,,,
2458554.99792,<16.3,,,Vis.,HSP,,163,,7318CMD,,,,Z,,,,HV 2379,RASNZ-VSS,STD,,,,
2458897.94861,<16.3,,,Vis.,HSP,,163,,7318CMD,,,,Z,,,,HV 2379,RASNZ-VSS,STD,,,,
2459192.9957,16.46,0.08,,V,OCN,,000-BKG-044,000-BKG-046,X25805ZD,iT31,0,1.32,Z,14.060,15.024,,HV 2379,AAVSO,STD,,,,
