jds,mags,magerrs
2458548.04991898,11.2878571484477,0.07049851455912137
2458573.017077545,10.565322467244082,0.03841635686267748
2458584.993194445,10.659230079003175,0.03797304715670657
2458599.96747685,10.711119552536724,0.04048567559072415
2458617.92024884,10.592925740895538,0.0330086091126377
2458633.90952546,10.61515210732389,0.035177498328837986
2458636.84671296,10.565632956905933,0.036707953601092976
2458639.88711227,10.636993294142078,0.03401648546201977
2458641.87739583,10.610215102008087,0.041160821635201024
2458643.8701331,10.589898246856304,0.036998775269433556
2458646.84162037,10.423980093607593,0.029623867556237325
2458648.87210648,10.407504171541088,0.031497218670600756
2458655.82754051,10.112382827773697,0.02746902570930523
2458659.83786458,10.009874702751581,0.022109466800767762
2458663.83212963,9.948698837258235,0.01873902993885396
2458669.80229167,9.948641485430239,0.021294483177076037
2458672.795167825,10.006694788205104,0.02274860307571206
2458675.800069445,9.972149132853707,0.01938080908852383
2458681.75302662,10.052202323132057,0.02516521816103808
2458684.78291667,10.04801695740466,0.02291735221031571
2458688.77435185,9.915293886775585,0.022188655255546252
2458699.766805555,9.720574432041271,0.015085916960662409
2458703.77072338,9.746273741946457,0.013695314374407332
2458709.700515045,9.850980559739199,0.02013187001808746
2458718.71769676,10.107722862792192,0.02267538257185267
2458724.7136169,10.170954534714195,0.02667325382553316
2458736.65498843,10.347244201990923,0.03080718440188734
2458748.649542825,10.533373137380895,0.03536891631628371
2458764.61148148,10.763362425435062,0.038055045826869506
2458900.05925347,9.913693490944222,0.02060096707626804
2458914.04233796,9.902406864504714,0.018413311978512516
2458954.98060185,9.609769330665568,0.015573771779485261
2458962.948819445,9.631312130807448,0.013846784010324402
2458965.94107639,9.612077146041557,0.014929671850916985
2458967.9910706,9.740305703914917,0.016515388072990956
2458972.97744213,9.677686768975777,0.02569684192548044
2458975.96744213,9.669421146076637,0.015891006550748685
2458976.96690972,9.674480230578457,0.015484459858604286
2458981.83212963,9.664493845978534,0.01910790050105683
2458984.94256366,9.76035814245849,0.026618499711682234
2458986.938628475,9.85326591426585,0.02610453699364652
2458987.97287616,9.917188940302442,0.02330994744310789
2458991.92630787,10.049270395360546,0.02371798823392289
2458992.94429398,10.130462935905497,0.027767450938949407
2458995.91508102,10.249675086384642,0.027236340523974084
2458996.916429395,10.296658401997329,0.02480490117330489
2458997.91945602,10.36231691018546,0.028085485412997362
2459000.91761574,10.531750839968552,0.09240213216591701
2459009.81664352,10.541051414786388,0.0321938942965053
2459010.87300926,10.827494273089702,0.04810014504340746
2459011.804375,10.676078360865285,0.03416943944711341
2459012.791805555,10.746627484746531,0.04104335071506393
2459013.788819445,10.755405015378429,0.035561629521627336
2459014.7765625,10.748080972695917,0.03660454458241381
2459015.76760417,10.83085980663904,0.04085291802334256
2459016.77784722,10.971462906682923,0.08293224607420635
2459017.80829861,10.841039696574196,0.04126869260921548
2459018.783125,10.902532967362358,0.04428947281379106
2459019.774016205,10.963518032179831,0.039102571699806535
2459020.77261574,11.005012183135905,0.047427736464663396
2459020.773935185,10.992876376455209,0.04371435928018354
2459021.843136575,11.328690577488441,0.0714016562427075
2459022.84167824,11.326255813296745,0.0654286368792421
2459026.82527778,11.477842311142489,0.07316997320305628
2459029.802511575,11.542885639295495,0.10420726188943295
2459030.86666667,11.485711356374297,0.09939792748316126
2459031.79695602,11.565640007019525,0.08443614647459166
2459036.74898148,11.268258113076264,0.06062001054027175
2459037.738541665,11.193624426405634,0.05262383871304155
2459038.746180555,11.194045013804162,0.057118159065052646
2459039.74883102,11.217245878354781,0.04932565801100968
2459040.74210648,11.235188281596908,0.06967503559942034
2459041.74181134,11.236850944642484,0.05738396778294918
2459043.74403935,11.140724947087989,0.06390669495634871
2459044.736828705,11.113739307788771,0.05500308146103983
2459045.73162037,11.126995545737337,0.05523221486727464
2459046.724247685,11.076443474356529,0.06082584778938962
2459048.73210648,11.082937358839079,0.05396209850359778
2459049.72528935,10.988784651446133,0.04779161136667567
2459050.72517361,10.956357380613479,0.05117730408884917
2459051.72216435,10.950076803836911,0.042551358412883995
2459052.80740741,11.071830003691645,0.0610236263957039
2459054.71834491,10.825415888357995,0.0397128509727213
2459056.70773148,10.763333402134394,0.03903191248582897
2459057.71135417,10.732404221550922,0.04238793917920015
2459058.71253472,10.74882032324123,0.048671020219445735
2459059.70503472,10.713486156300931,0.03350638923979577
2459064.701574075,10.708777981970453,0.03925441275376537
2459065.68221065,10.573356520451833,0.038816131365941586
2459066.681261575,10.514574815054676,0.03733582864655072
2459067.68296296,10.53589984051916,0.03484183720377125
2459068.692546295,10.540074334296003,0.03953619731643063
2459069.679375,10.490460791930259,0.03693679811522539
2459070.6775,10.444471875487267,0.03632716909234377
2459071.69409722,10.474917579078868,0.03610255153497643
2459072.68978009,10.554476660518548,0.02914412587536447
2459073.747824075,10.56248403993904,0.03590265072217415
2459075.685185185,10.535597219872042,0.0351564364705113
2459076.68614583,10.46286672708846,0.031112191282255824
2459077.68320602,10.45772311375355,0.03568954526047502
2459078.68229167,10.432045215081946,0.03402661426623981
2459079.67878472,10.39982691133851,0.02984650211056253
2459080.67398148,10.382121353310904,0.03230165480485755
2459081.675127315,10.396559836298337,0.030732715598275916
2459082.67136574,10.386791029404757,0.030424819810050355
2459091.69951389,10.305438910295955,0.027383156234946002
2459092.64939815,10.287354768822583,0.025247971091028935
2459093.69671296,10.260733744688928,0.026842752669049192
2459094.69283565,10.221980027648854,0.023476836675023312
2459095.68958333,10.263326075593035,0.02792592877246726
2459096.685555555,10.186793300434434,0.024265585919653165
2459097.686006945,10.240858983500726,0.02465948631300617
2459098.682118055,10.242686035823546,0.025936729823176435
2459106.659502315,10.182008471850606,0.026674217927728602
2459107.65837963,10.184585431808905,0.025997005011586156
2459109.65115741,10.131756705471673,0.026621806877989124
2459110.646828705,10.174395710517604,0.024681743679698696
2459111.64796296,10.11458749907881,0.023278860938939373
2459112.64412037,10.120066157385791,0.027089981911212965
2459113.64090278,10.16343605075136,0.022447159779018632
2459118.627118055,10.084149555456548,0.024440206845312683
2459119.623425925,10.056877408332396,0.025185085813872587
2459120.623136575,10.027311956914492,0.021299510048739652
2459121.619247685,9.966082060725197,0.025742255904504536
2459122.61675926,9.963388384003622,0.01629018035653466
2459123.61309028,9.971003183892398,0.019619011482192222
2459124.60896991,9.955434165581696,0.020498664137032205
2459125.60962963,9.910961827143723,0.016907361122739353
2459126.608449075,9.879065929992842,0.018494431906032845
2459128.60197917,9.807035968281767,0.01427879733029131
2459130.60059028,9.743711125954649,0.016133032604710794
2459131.596863425,9.739139268661518,0.06189378303103772
2459132.596689815,9.722524770543176,0.01767387276569206
2459134.59452546,9.623292192651057,0.018095116264709814
2459135.59204861,9.61320838302108,0.013389547694652296
2459136.591886575,9.57101384116604,0.014895805759612636
2459137.58989583,9.601494580022566,0.012864038871183418
2459138.58989583,9.584339975013878,0.014344616589208126
2459139.58920139,9.54858607887655,0.012395736458766947
2459140.58922454,9.501051490412857,0.012798982351198467
2459141.58861111,9.565504909394932,0.019148173069930254
2459276.02527778,9.945813710584614,0.0214290685391486
2459277.02208333,9.960058189912258,0.020447402123948077
2459283.008391205,9.702777711670016,0.023191088432507882
2459292.999050925,9.53435051693592,0.015202758878427891
2459295.97321759,9.433513126851878,0.017825443637142727
2459301.95609954,9.22019617670366,0.011791982975731401
2459302.95875,9.198896720989959,0.010134540909848793
2459304.953854165,9.109437674631144,0.012208811458992882
2459309.93603009,9.048508970218927,0.008797810601207054
2459310.93241898,9.043345538258297,0.009661116447029309
2459311.929189815,9.079418135386835,0.009903068009620535
2459312.924814815,8.982483040125247,0.010935446999227104
2459314.918935185,9.021395729414316,0.00947949185706561
2459315.91840278,8.982876647304792,0.00984206539694788
2459321.90064815,9.010587569793376,0.00928094444578246
2459322.89724537,9.013588763761753,0.009680092562092974
2459323.8975463,9.030315328883498,0.008689308039252162
2459324.89105324,9.035586970594128,0.00966720087760022
2459325.89005787,9.04649458547957,0.00989363317269938
2459328.880555555,9.016720663411359,0.011329222522432056
2459329.879560185,9.037356499807823,0.00886184183908166
2459331.96175926,9.006985326000482,0.013077309161089694
2459336.88056713,9.042797253979048,0.008950725719337936
2459337.89982639,8.994813707727031,0.010874006832859223
2459338.85596065,8.999499403569152,0.0077856921628212
2459339.852488425,9.027515976703345,0.009117150762660035
2459340.849247685,9.016557391875406,0.009632536790708359
2459342.84253472,8.969059258488757,0.009203722146618567
2459343.84241898,8.97111320141094,0.009030693542707968
2459344.83767361,8.935558816188331,0.00961009976850967
2459344.91291667,8.91011534712079,0.011693680496210028
2459344.985578705,9.005170023114315,0.008173024408468952
2459345.83449074,8.955619581090136,0.008943035050697618
2459347.83148148,8.909608753566491,0.008053514118516618
2459348.82734954,9.01435480850513,0.009169519393484675
2459349.82486111,8.967483553439724,0.011096091939921355
2459353.81421296,8.977335349687035,0.008221702188580617
2459354.81096065,8.952034662913743,0.011258867597871555
2459356.803680555,8.927314897656906,0.009932793617301285
2459357.953506945,9.00161768468319,0.009463539065062865
2459358.80042824,8.941678282575547,0.008508988743833877
2459359.79605324,8.961267564273776,0.007780886033889127
2459364.782175925,8.931639013485174,0.008652325835271348
2459365.78016204,8.946599464084839,0.007613908511829589
2459366.77971065,8.98014248761092,0.008533929670649575
2459367.77628472,8.9096162477383,0.009287411689940683
2459368.773125,8.932958924776356,0.007708561954775887
2459369.76959491,8.933103571616304,0.00837133263270759
