Date,JD (TCB),avg Mag,0,Residual X,Residual Y
Gaia20drp,,,,861.9218674781857,687.3489488047708
2014-10-09 14:10:37,2156702.011625238,,,861.9218674781857,687.3489488047708
2014-10-09 15:57:10,2156702.07657366,,,861.9218674781857,687.3489488047708
2015-02-25 03:36:22,2156823.6391894496,,,861.9218674781857,687.3489488047708
2015-02-25 05:23:07,2156823.7042695424,,,861.9218674781857,687.3489488047708
2015-03-30 15:14:01,2156853.031865994,,,861.9218674781857,687.3489488047708
2015-03-30 17:00:12,2156853.096594966,,,861.9218674781857,687.3489488047708
2015-04-16 05:09:26,2156867.585921664,,,861.9218674781857,687.3489488047708
2015-04-16 09:23:12,2156867.740616358,,,861.9218674781857,687.3489488047708
2015-08-29 17:34:58,2156986.543393836,,,861.9218674781857,687.3489488047708
2015-10-04 09:08:11,2157017.835260904,,,861.9218674781857,687.3489488047708
2015-10-18 15:12:55,2157030.3467988656,,,861.9218674781857,687.3489488047708
2015-10-18 16:59:39,2157030.411861402,,,861.9218674781857,687.3489488047708
2016-01-19 07:01:30,2157111.6826408384,,,861.9218674781857,687.3489488047708
2016-01-19 11:15:16,2157111.837335532,,,861.9218674781857,687.3489488047708
2016-01-30 23:23:11,2157121.936854654,,,861.9218674781857,687.3489488047708
2016-01-31 01:09:57,2157122.0019435245,,,861.9218674781857,687.3489488047708
2016-03-06 18:33:44,2157153.361216854,18.091458000000003,,861.9218674781857,687.3489488047708
2016-07-19 23:22:55,2157272.04049665,16.94154,,861.9218674781857,687.3489488047708
2016-07-20 01:09:29,2157272.1054538502,16.871316,,861.9218674781857,687.3489488047708
2016-08-03 05:30:08,2157284.5535444277,16.476305999999997,,861.9218674781857,687.3489488047708
2016-08-03 07:16:51,2157284.618598186,,,861.9218674781857,687.3489488047708
2016-08-03 11:30:35,2157284.7732665464,,,861.9218674781857,687.3489488047708
2016-09-08 16:56:54,2157316.5729848044,16.564086000000003,,861.9218674781857,687.3489488047708
2016-09-08 18:43:28,2157316.637950782,16.528973999999998,,861.9218674781857,687.3489488047708
2016-10-20 23:52:45,2157353.6940846657,,,861.9218674781857,687.3489488047708
2016-10-21 04:06:09,2157353.848551132,16.362192,,861.9218674781857,687.3489488047708
2016-10-21 05:52:43,2157353.9135083323,16.397304,,861.9218674781857,687.3489488047708
2016-10-21 10:06:22,2157354.068132802,,,861.9218674781857,687.3489488047708
2016-10-21 11:52:56,2157354.133090002,16.423638,,0.0,0.0
2016-10-21 16:06:35,2157354.2877144725,16.406082,,861.9218674781857,687.3489488047708
2016-10-21 17:53:09,2157354.352671672,16.414859999999997,,861.9218674781857,687.3489488047708
2016-10-21 22:06:48,2157354.507296142,16.406082,,861.9218674781857,687.3489488047708
2016-10-21 23:53:22,2157354.572253342,16.441194,,861.9218674781857,687.3489488047708
2016-10-22 04:07:01,2157354.726877812,16.414859999999997,,861.9218674781857,687.3489488047708
2016-10-22 05:53:34,2157354.7918262337,,,861.9218674781857,687.3489488047708
2016-10-22 10:07:13,2157354.9464507042,,,861.9218674781857,687.3489488047708
2016-10-22 11:53:47,2157355.0114079043,16.414859999999997,,861.9218674781857,687.3489488047708
2016-10-22 16:07:26,2157355.1660323734,16.493861999999996,,861.9218674781857,687.3489488047708
2016-10-22 17:54:00,2157355.230989574,16.449972,,861.9218674781857,687.3489488047708
