Date,JD (TCB),avg Mag
Gaia20aoq,,
2014-08-13 04:40:52,2159387.450139765,15.732552244100997
2014-08-13 06:27:25,2159387.5151705774,15.732552244100997
2014-08-13 10:41:05,2159387.6699999855,15.7149739734372
2014-08-13 12:27:39,2159387.735039587,15.741341379432903
2014-08-13 16:41:18,2159387.889860206,15.723763108769104
2014-08-13 18:27:52,2159387.954899808,15.732552244100997
2014-08-13 22:41:31,2159388.109720426,15.7149739734372
2014-08-14 00:28:05,2159388.1747600273,15.7149739734372
2014-11-08 13:18:12,2159464.231375628,15.732552244100997
2014-11-08 17:31:53,2159464.3862050367,
2014-11-23 17:37:22,2159477.5732566947,
2014-11-23 19:23:54,2159477.638278718,
2014-12-29 10:53:22,2159508.967564699,
2014-12-29 12:39:56,2159509.0326042995,
2015-02-01 16:31:16,2159539.056861887,15.706184838105306
2015-02-01 18:17:51,2159539.1219190666,15.741341379432903
2015-02-21 12:26:54,2159556.485980924,15.732552244100997
2015-02-21 16:40:34,2159556.6408103327,
2015-02-21 18:27:09,2159556.7058587233,15.741341379432903
2015-04-23 22:35:15,2159610.4710210497,15.741341379432903
2015-04-24 04:35:29,2159610.6908900584,15.7149739734372
2015-04-24 06:22:03,2159610.7559296605,15.706184838105306
2015-05-12 00:31:18,2159626.3622962884,
2015-05-12 04:44:57,2159626.517108118,
2015-05-12 06:31:31,2159626.5821565087,
2015-06-20 04:16:46,2159660.7775355745,
2015-06-20 06:03:02,2159660.842399393,15.732552244100997
2015-07-26 21:33:20,2159693.051099887,
2015-07-26 23:20:05,2159693.1162537476,
2015-08-13 21:35:09,2159708.8726509153,
2015-08-13 23:21:53,2159708.937795987,
2015-11-18 12:33:06,2159793.796423003,15.741341379432903
2015-11-18 14:19:40,2159793.8614626047,15.732552244100997
2015-12-07 12:35:23,2159810.497168817,
2015-12-07 14:21:27,2159810.5619095876,15.723763108769104
2016-01-09 12:03:13,2159839.4816804836,15.732552244100997
2016-02-18 23:40:15,2159875.0636599073,15.732552244100997
2016-02-19 01:26:49,2159875.1287082974,15.723763108769104
2016-02-19 05:40:30,2159875.283546495,15.732552244100997
2016-02-19 07:27:04,2159875.348586096,15.723763108769104
2016-03-02 19:37:07,2159886.3411400774,15.750130514764802
2016-03-02 23:50:47,2159886.4959694855,15.7149739734372
2016-03-03 01:37:22,2159886.5610266654,
2016-03-03 05:51:02,2159886.7158472845,15.741341379432903
2016-03-03 07:37:36,2159886.7808956755,15.732552244100997
2016-03-03 11:51:17,2159886.9357338715,15.732552244100997
2016-05-04 11:45:27,2159941.42481333,15.750130514764802
2016-05-04 13:32:01,2159941.489852932,15.732552244100997
2016-05-27 23:48:49,2159962.081329229,15.750130514764802
2016-05-28 01:35:23,2159962.1463776194,15.723763108769104
2016-08-09 06:14:56,2160026.4776890255,15.732552244100997
2016-08-09 10:28:36,2160026.6325184344,15.7149739734372
2016-08-22 22:34:24,2160038.501393154,
2016-08-23 00:20:33,2160038.56617787,
2016-11-27 19:37:06,2160123.647785249,15.723763108769104
